household_id,person_id,age,gender,education,hhincome_broad,vehicle_count,trip_id,mode_class,distance_miles,depart_time_hour,depart_time_minute,depart_time_second,dest_purpose_cat
23032100,2303210001,18-24 years,Female,a Bachelor degree,"$50,000-$74,999",1 vehicle,2303210001003,Drive,0.420668,20,38,0,Shopping
23044001,2304400101,65-74 years,Female,a Graduate degree,"$25,000-$49,999",1 vehicle,2304400101031,Drive,4.183071,14,11,0,Shopping
23044001,2304400101,65-74 years,Female,a Graduate degree,"$25,000-$49,999",1 vehicle,2304400101032,Drive,5.085923,14,48,0,Shopping
23044001,2304400101,65-74 years,Female,a Graduate degree,"$25,000-$49,999",1 vehicle,2304400101033,Drive,1.662168,15,36,0,Social/Recreation
23044001,2304400101,65-74 years,Female,a Graduate degree,"$25,000-$49,999",1 vehicle,2304400101034,Drive,4.153245,16,52,0,Home
23040089,2304008901,55-64 years,Female,a Graduate degree,"$100,000-$199,999",3 vehicles,2304008901001,Drive,2.522146,14,0,0,Shopping
23040089,2304008901,55-64 years,Female,a Graduate degree,"$100,000-$199,999",3 vehicles,2304008901002,Drive,1.044525,14,30,0,Shopping
23040089,2304008901,55-64 years,Female,a Graduate degree,"$100,000-$199,999",3 vehicles,2304008901003,Drive,1.774,15,15,0,Home
23040089,2304008901,55-64 years,Female,a Graduate degree,"$100,000-$199,999",3 vehicles,2304008901004,Drive,1.099827,16,45,0,Social/Recreation
23040089,2304008901,55-64 years,Female,a Graduate degree,"$100,000-$199,999",3 vehicles,2304008901005,Drive,0.9557,18,0,0,Home
23040089,2304008902,55-64 years,Male,a Bachelor degree,"$100,000-$199,999",3 vehicles,2304008902005,Drive,3.226159,18,20,0,Home
23041944,2304194401,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2304194401001,Drive,5.296568,11,30,0,Social/Recreation
23041944,2304194401,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2304194401002,Drive,5.2301,13,15,0,Home
23041944,2304194401,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2304194401003,Drive,2.343191,16,40,0,Meal
23041944,2304194401,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2304194401004,Drive,2.2295,18,30,0,Home
23041960,2304196001,25-34 years,Female,an Associates degree,"$50,000-$74,999",0 (no vehicles),2304196001001,Transit,3.859958,6,45,0,Work
23041960,2304196001,25-34 years,Female,an Associates degree,"$50,000-$74,999",0 (no vehicles),2304196001002,Transit,4.01965,16,37,0,Home
23034334,2303433401,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2303433401001,Walk,0.124274,16,0,0,Meal
23034334,2303433401,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2303433401002,Walk,0.124274,16,6,0,Home
23034481,2303448101,45-54 years,Female,a Graduate degree,"$100,000-$199,999",0 (no vehicles),2303448101001,Walk,0.857492,12,0,0,Shopping
23034481,2303448101,45-54 years,Female,a Graduate degree,"$100,000-$199,999",0 (no vehicles),2303448101002,Walk,0.857492,13,15,0,Home
23034723,2303472301,18-24 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2303472301004,Walk,0.851279,18,35,0,Social/Recreation
23034723,2303472301,18-24 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2303472301005,Walk,0.851279,19,25,0,Social/Recreation
23047378,2304737801,25-34 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2304737801001,Drive,9.308762,8,45,0,Work
23047378,2304737801,25-34 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2304737801002,Drive,9.138506,17,30,0,Home
23048383,2304838301,35-44 years,Female,a Graduate degree,"$75,000-$99,999",1 vehicle,2304838301001,Drive,0.983631,17,12,0,Social/Recreation
23048383,2304838301,35-44 years,Female,a Graduate degree,"$75,000-$99,999",1 vehicle,2304838301002,Drive,0.983631,18,23,0,Home
23048976,2304897601,55-64 years,Female,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304897601001,Walk,0.743781,9,30,0,Business/Errand
23048976,2304897601,55-64 years,Female,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304897601002,Walk,0.100662,9,55,0,Shopping
23048976,2304897601,55-64 years,Female,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304897601003,Walk,0.716441,10,15,0,Home
23048976,2304897601,55-64 years,Female,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304897601004,Walk,3.054039,15,15,0,Overnight
23048976,2304897601,55-64 years,Female,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304897601005,Walk,3.054039,18,0,0,Home
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501016,Walk,0.668595,11,20,0,Meal
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501017,Walk,0.746267,12,8,0,Home
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501018,Walk,0.29018,17,2,0,Meal
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501019,Walk,0.315657,18,45,0,Home
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501020,Drive,5.930988,8,21,0,Social/Recreation
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501021,Drive,5.930367,10,49,0,Home
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501027,Walk,0.306957,16,55,0,Meal
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501028,Walk,0.255384,18,44,0,Home
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501029,Walk,0.259733,16,52,58,Social/Recreation
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501030,Walk,0.306336,18,49,0,Home
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501031,Walk,0.306957,17,0,0,Meal
23044545,2304454501,65-74 years,Male,a Bachelor degree,"$50,000-$74,999",1 vehicle,2304454501032,Walk,0.278996,18,54,0,Home
23050483,2305048301,55-64 years,Female,an Associates degree,"$25,000-$49,999",1 vehicle,2305048301001,Drive,2.675624,7,45,0,Work
23050483,2305048301,55-64 years,Female,an Associates degree,"$25,000-$49,999",1 vehicle,2305048301006,Drive,0.717062,17,0,0,Social/Recreation
23050483,2305048301,55-64 years,Female,an Associates degree,"$25,000-$49,999",1 vehicle,2305048301007,Drive,2.552593,19,0,0,Home
23052371,2305237102,45-54 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305237102002,Drive,6.465989,11,10,0,Home
23052371,2305237102,45-54 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305237102005,Drive,3.039748,15,15,0,Shopping
23052371,2305237102,45-54 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305237102006,Drive,0.328705,15,35,0,Shopping
23052371,2305237102,45-54 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305237102007,Drive,3.469115,16,0,0,Home
23052371,2305237102,45-54 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305237102008,Walk,0.651818,17,45,0,Social/Recreation
23052371,2305237102,45-54 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305237102009,Walk,0.651818,18,16,0,Home
23054129,2305412901,55-64 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305412901001,Drive,0.479077,18,50,0,Overnight
23054129,2305412901,55-64 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305412901002,Drive,0.479077,22,0,0,Home
23058813,2305881302,35-44 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2305881302002,Walk,0.087613,13,15,0,Meal
23058813,2305881302,35-44 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2305881302003,Walk,0.087613,14,5,0,Work
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101029,Walk,2.062952,10,36,0,Social/Recreation
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101030,Walk,2.076623,11,10,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101031,Drive,3.018,13,28,0,Shopping
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101032,Drive,1.348375,13,57,0,Shopping
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101033,Drive,1.184333,14,44,0,Shopping
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101034,Drive,0.999165,15,14,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101035,Walk,0.438688,13,7,0,Social/Recreation
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101036,Walk,0.43061,13,19,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101038,Transit,5.486708,21,19,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101005,Drive,0.966854,19,21,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101007,Transit,6.482766,17,10,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101008,Walk,0.236742,19,15,0,Shopping
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101009,Walk,0.223072,19,21,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101010,Walk,0.889804,20,12,0,Social/Recreation
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101011,Walk,0.940756,22,9,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101012,Transit,6.753062,7,58,0,Work
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101013,Transit,6.757411,16,55,0,Home
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101014,Walk,1.056952,15,12,0,Social/Recreation
23045531,2304553101,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553101015,Walk,1.063787,15,30,0,Home
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102001,Walk,1.045146,10,6,0,Business/Errand
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102002,Walk,1.04701,10,25,0,Home
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102003,Walk,0.139187,7,45,0,Social/Recreation
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102004,Walk,0.138566,7,48,0,Home
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102005,Walk,0.904095,20,12,0,Social/Recreation
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102006,Walk,0.89726,22,8,0,Home
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102007,Walk,1.040797,9,25,0,Business/Errand
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102008,Walk,1.022156,9,45,0,Home
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102009,Walk,0.620128,14,27,0,Social/Recreation
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102010,Walk,0.613915,14,40,0,Home
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102011,Walk,3.162779,9,0,0,Social/Recreation
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102012,Walk,3.149731,9,44,0,Home
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102025,Walk,1.577661,9,29,0,Social/Recreation
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102026,Walk,1.570826,9,57,0,Home
23045531,2304553102,25-34 years,Male,a Bachelor degree,"$100,000-$199,999",1 vehicle,2304553102029,Transit,1.616808,20,56,0,Social/Recreation
23059118,2305911801,18-24 years,Male,an Associates degree,"$25,000-$49,999",1 vehicle,2305911801001,Drive,2.8639,10,30,0,Work
23059118,2305911801,18-24 years,Male,an Associates degree,"$25,000-$49,999",1 vehicle,2305911801002,Drive,13.018969,18,10,0,Social/Recreation
23059118,2305911801,18-24 years,Male,an Associates degree,"$25,000-$49,999",1 vehicle,2305911801003,Drive,12.580281,21,30,0,Home
23054467,2305446701,35-44 years,Male,vocational/technical education,"$100,000-$199,999",2 vehicles,2305446701007,Drive,9.867996,17,0,0,Overnight
23045901,2304590101,25-34 years,Male,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304590101001,Transit,3.013029,12,33,0,Social/Recreation
23045901,2304590101,25-34 years,Male,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304590101002,Walk,1.8579,14,32,0,Home
23045901,2304590101,25-34 years,Male,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304590101003,Walk,3.499563,16,1,0,Overnight
23045901,2304590101,25-34 years,Male,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304590101004,Walk,0.683508,19,5,48,Overnight
23045901,2304590101,25-34 years,Male,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304590101005,Walk,4.108506,19,33,0,Home
23045901,2304590101,25-34 years,Male,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304590101006,Walk,0.230529,11,14,0,Shopping
23045901,2304590101,25-34 years,Male,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304590101007,Walk,0.231771,11,43,0,Shopping
23045901,2304590101,25-34 years,Male,a Graduate degree,"$50,000-$74,999",0 (no vehicles),2304590101008,Walk,0.205674,11,50,0,Home
23059239,2305923901,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2305923901001,Drive,2.121361,8,20,0,Meal
23059239,2305923901,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2305923901002,Drive,0.858114,8,40,0,Work
23059239,2305923901,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2305923901003,Drive,1.925629,17,1,0,Home
23059239,2305923901,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2305923901004,Drive,8.432628,17,40,0,Shopping
23059239,2305923901,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2305923901005,Drive,8.420201,20,0,0,Home
23045901,2304590102,45-54 years,Female,an Associates degree,"$50,000-$74,999",0 (no vehicles),2304590102001,Transit,3.202547,12,26,42,Overnight
23045901,2304590102,45-54 years,Female,an Associates degree,"$50,000-$74,999",0 (no vehicles),2304590102002,Walk,3.170236,18,1,47,Home
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701049,Walk,0.134216,8,36,0,Social/Recreation
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701050,Walk,0.127381,8,39,0,Home
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701051,Transit,2.176042,8,59,0,Meal
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701057,Walk,0.12241,8,47,0,Social/Recreation
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701058,Walk,0.124896,8,48,0,Home
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701061,Walk,0.114954,9,59,0,Meal
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701066,Walk,1.055088,17,59,0,Escort
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701067,Walk,0.134216,18,50,25,Social/Recreation
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701068,Walk,0.132973,18,53,0,Home
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701069,Walk,0.138566,21,43,0,Social/Recreation
23053067,2305306701,35-44 years,Male,a Graduate degree,"$200,000 or more",1 vehicle,2305306701070,Walk,0.132973,21,47,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001029,Walk,0.139187,8,50,0,Escort
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001030,Walk,0.196975,8,54,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001034,Drive,1.821239,13,24,0,Social/Recreation
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001035,Drive,1.773393,14,52,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001036,Walk,0.132973,16,52,0,Escort
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001037,Walk,0.117439,17,12,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001001,Walk,0.118682,8,37,0,Escort
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001002,Walk,0.126138,8,44,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001003,Bike/Micromobility,7.801315,9,41,0,Work
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001004,Bike/Micromobility,7.74912,19,18,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001005,Walk,0.195111,20,3,0,Social/Recreation
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001006,Walk,0.193868,20,17,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001007,Walk,0.113711,9,26,0,Escort
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001008,Walk,0.125517,9,35,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001009,Drive,1.8579,10,19,0,Shopping
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001010,Drive,1.841744,11,2,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001013,Walk,0.152857,16,30,0,Escort
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001014,Walk,0.1541,16,34,0,Home
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001015,Walk,0.139187,8,46,0,Escort
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001016,Bike/Micromobility,7.816228,9,59,0,Work
23051670,2305167001,25-34 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2305167001017,Bike/Micromobility,7.7398,19,12,0,Home
23051670,2305167002,35-44 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305167002003,Walk,0.132352,17,10,0,Home
23051670,2305167002,35-44 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305167002005,Walk,0.63877,19,59,0,Meal
23051670,2305167002,35-44 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305167002009,Drive,6.063961,17,55,0,Social/Recreation
23051670,2305167002,35-44 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305167002010,Drive,6.300704,19,43,0,Home
23051670,2305167002,35-44 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305167002013,Walk,0.125517,17,6,0,Escort
23051670,2305167002,35-44 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305167002014,Walk,0.131731,17,17,0,Home
23051670,2305167002,35-44 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305167002028,Walk,0.698421,18,40,0,Social/Recreation
23051670,2305167002,35-44 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2305167002029,Walk,0.713334,18,48,0,Home
23053067,2305306703,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2305306703037,Walk,0.206917,22,9,0,Social/Recreation
23053067,2305306703,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2305306703038,Walk,0.19946,22,16,0,Home
23053067,2305306703,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2305306703039,Walk,1.163207,9,1,0,Work
23053067,2305306703,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2305306703040,Walk,1.059438,17,59,0,Social/Recreation
23053067,2305306703,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2305306703041,Walk,0.247306,21,37,0,Home
23059620,2305962001,18-24 years,Male,college education,"$25,000-$49,999",1 vehicle,2305962001001,Transit,3.767995,15,0,0,Work
23059620,2305962001,18-24 years,Male,college education,"$25,000-$49,999",1 vehicle,2305962001002,Transit,3.338627,23,56,0,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101006,Bike/Micromobility,1.367638,13,48,0,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101009,Walk,0.103148,13,40,0,Meal
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101001,Bike/Micromobility,1.255791,13,35,0,Meal
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101002,Bike/Micromobility,1.272568,13,52,0,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101003,Walk,0.2355,18,37,0,Social/Recreation
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101004,Walk,0.210023,20,59,0,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101005,Bike/Micromobility,1.551564,13,40,0,Meal
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101010,Walk,0.103148,13,50,0,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101013,Walk,0.244199,20,48,17,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101014,Walk,1.21913,16,50,0,Social/Recreation
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101015,Walk,1.180605,18,15,0,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101016,Walk,0.129245,12,49,31,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101017,Bike/Micromobility,1.081186,14,33,0,Business/Errand
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101018,Bike/Micromobility,1.283132,15,14,0,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101021,Walk,0.105012,13,48,0,Meal
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101022,Walk,0.091342,13,53,0,Home
23053341,2305334101,35-44 years,Male,a Bachelor degree,"$200,000 or more",0 (no vehicles),2305334101023,Walk,0.184547,17,52,0,Social/Recreation
23053445,2305344501,45-54 years,Female,an Associates degree,"$50,000-$74,999",1 vehicle,2305344501016,Drive,6.459154,13,7,0,Social/Recreation
23056824,2305682401,25-34 years,Female,a Bachelor degree,"$50,000-$74,999",0 (no vehicles),2305682401001,Transit,0.613293,17,31,0,School
23056824,2305682401,25-34 years,Female,a Bachelor degree,"$50,000-$74,999",0 (no vehicles),2305682401002,Transit,0.950077,22,26,0,Home
23056824,2305682401,25-34 years,Female,a Bachelor degree,"$50,000-$74,999",0 (no vehicles),2305682401006,Walk,0.479077,9,43,0,Shopping
23056824,2305682401,25-34 years,Female,a Bachelor degree,"$50,000-$74,999",0 (no vehicles),2305682401007,Walk,0.192625,9,57,0,Shopping
23056824,2305682401,25-34 years,Female,a Bachelor degree,"$50,000-$74,999",0 (no vehicles),2305682401008,Walk,0.253519,10,10,0,Home
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402001,Transit,1.854793,13,0,0,Work
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402002,Transit,1.822482,22,30,0,Home
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402003,Transit,1.854793,13,0,0,Work
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402004,Transit,1.822482,22,30,0,Home
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402005,Transit,1.831802,13,0,0,Work
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402006,Transit,1.844851,22,30,0,Home
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402007,Transit,1.831802,13,0,0,Work
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402008,Transit,1.844851,22,30,0,Home
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402009,Transit,1.831802,13,0,0,Work
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402010,Transit,1.844851,22,30,0,Home
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402011,Bike/Micromobility,1.774636,13,7,0,Work
23056824,2305682402,25-34 years,Male,college education,"$50,000-$74,999",0 (no vehicles),2305682402012,Bike/Micromobility,1.760345,22,32,0,Home
23057289,2305728901,55-64 years,Male,a Graduate degree,"$200,000 or more",2 vehicles,2305728901024,Drive,0.22183,19,30,0,Shopping
23057289,2305728901,55-64 years,Male,a Graduate degree,"$200,000 or more",2 vehicles,2305728901029,Drive,4.600632,17,9,0,Social/Recreation
23057777,2305777701,45-54 years,Male,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305777701002,Drive,1.806947,7,50,0,Home
23057777,2305777701,45-54 years,Male,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305777701004,Drive,1.404299,8,30,0,Home
23057777,2305777702,35-44 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305777702001,Drive,3.979261,7,30,0,Work
23057777,2305777702,35-44 years,Female,a Bachelor degree,"$100,000-$199,999",2 vehicles,2305777702002,Drive,3.926445,17,0,0,Home
