household_id,trip_id,person_id,mode_class,distance_miles,depart_time_hour,depart_time_minute,depart_time_second,dest_purpose_cat
23073163,2307316301003,2307316301,Walk,0.516359,13,20,0,School
23073163,2307316301004,2307316301,Walk,0.579739,13,25,0,Home
23073163,2307316301005,2307316301,Walk,0.21748,13,42,0,Work
23073163,2307316301006,2307316301,Walk,0.313171,18,32,0,Shopping
23073163,2307316301010,2307316301,Walk,0.221208,13,38,0,Work
23073163,2307316301011,2307316301,Walk,0.208159,17,46,0,Home
23073163,2307316301012,2307316301,Bike/Micromobility,0.551156,18,34,0,Social/Recreation
23073163,2307316301013,2307316301,Bike/Micromobility,0.279617,18,37,0,Social/Recreation
23073163,2307316301014,2307316301,Bike/Micromobility,0.699664,20,33,0,Home
23073163,2307316301016,2307316301,Walk,0.377172,12,47,0,School
23073163,2307316301017,2307316301,Walk,0.52133,13,28,0,Home
23073163,2307316301018,2307316301,Walk,0.246063,14,47,0,Social/Recreation
23073163,2307316301019,2307316301,Walk,0.330569,15,52,0,School
23073163,2307316301020,2307316301,Walk,0.362881,16,48,0,School
23073163,2307316301021,2307316301,Walk,0.281481,20,5,0,Home
23073163,2307316301022,2307316301,Walk,0.121789,22,13,0,School
23073163,2307316301026,2307316301,Walk,0.176469,20,6,0,Meal
23073163,2307316301027,2307316301,Walk,0.169634,21,21,0,Home
23073163,2307316301030,2307316301,Walk,0.304472,14,58,0,Social/Recreation
23073163,2307316301031,2307316301,Walk,0.171498,15,8,0,Social/Recreation
23073653,2307365301003,2307365301,Transit,1.65409,17,14,0,Social/Recreation
23074536,2307453601027,2307453601,Walk,0.093206,18,14,12,Work
23075213,2307521301001,2307521301,Walk,0.184547,9,27,0,Meal
23075213,2307521301002,2307521301,Transit,4.332199,9,33,0,Work
23074536,2307453601028,2307453601,Walk,0.079536,19,8,0,Home
23074536,2307453601029,2307453601,Walk,0.093206,16,12,12,Work
23074536,2307453601002,2307453601,Walk,1.446552,9,35,0,Home
23074536,2307453601003,2307453601,Walk,0.099419,16,10,0,Work
23074536,2307453601004,2307453601,Walk,0.093206,19,2,0,Home
23074536,2307453601005,2307453601,Walk,0.093206,19,4,0,Work
23074536,2307453601006,2307453601,Walk,0.093206,20,59,12,Home
23074536,2307453601007,2307453601,Walk,0.093206,15,36,12,Work
23074536,2307453601008,2307453601,Walk,0.091342,19,8,0,Home
23074536,2307453601009,2307453601,Walk,0.113711,19,47,0,Work
23074536,2307453601010,2307453601,Walk,0.119925,22,1,0,Home
23074536,2307453601011,2307453601,Walk,0.093206,22,8,0,Work
23074536,2307453601012,2307453601,Walk,0.099419,23,20,0,Home
23074536,2307453601013,2307453601,Walk,0.882968,12,0,0,Personal Business/Errand/Appointment
23074536,2307453601014,2307453601,Walk,1.198625,13,16,0,Shopping
23074536,2307453601015,2307453601,Walk,0.337405,13,41,0,Meal
23074536,2307453601016,2307453601,Walk,0.239228,14,3,0,Home
23074536,2307453601017,2307453601,Walk,0.115575,15,42,0,Work
23074536,2307453601018,2307453601,Walk,0.406377,16,53,0,Meal
23074536,2307453601019,2307453601,Walk,0.435581,17,6,0,Home
23074536,2307453601020,2307453601,Walk,0.14043,17,29,0,Work
23074536,2307453601021,2307453601,Walk,0.14043,17,51,17,Home
23074536,2307453601022,2307453601,Walk,0.281481,19,10,0,Social/Recreation
23074536,2307453601023,2307453601,Walk,0.461057,21,9,0,Meal
23074536,2307453601024,2307453601,Walk,0.142294,22,0,0,Meal
23074536,2307453601025,2307453601,Walk,0.227422,22,42,0,Overnight
23074536,2307453601026,2307453601,Walk,0.613915,19,12,0,Home
23073814,2307381401001,2307381401,Transit,1.112876,12,45,0,Work
23073814,2307381401002,2307381401,Transit,1.112876,21,25,0,Home
23073814,2307381402002,2307381402,Drive,7.068097,18,58,0,Home
23073304,2307330401003,2307330401,Drive,1.554671,9,15,0,Work
23073304,2307330401004,2307330401,Drive,1.553428,18,0,0,Home
23073653,2307365301002,2307365301,Transit,1.992116,15,32,0,Home
23075813,2307581302039,2307581302,Drive,1.284374,7,59,0,Escort
23075813,2307581302040,2307581302,Drive,1.243364,8,8,0,Home
23075813,2307581302041,2307581302,Walk,0.200082,8,20,0,Social/Recreation
23075813,2307581302042,2307581302,Walk,0.242956,8,25,0,Home
23075813,2307581302044,2307581302,Drive,5.665663,15,42,0,Home
23075813,2307581302045,2307581302,Walk,0.129867,18,39,14,Social/Recreation
23075813,2307581302046,2307581302,Walk,0.156586,21,14,0,Home
23075813,2307581302047,2307581302,Drive,1.301773,8,10,0,Social/Recreation
23075813,2307581302048,2307581302,Drive,1.238393,8,17,0,Home
23075813,2307581302049,2307581302,Walk,0.231771,8,33,0,Social/Recreation
23075813,2307581302050,2307581302,Walk,0.260976,8,39,0,Home
23075213,2307521301003,2307521301,Transit,4.222838,17,43,0,Home
23075813,2307581302052,2307581302,Walk,0.159071,14,26,0,Meal
23076280,2307628001003,2307628001,Drive,3.350433,15,0,0,Personal Business/Errand/Appointment
23076280,2307628001004,2307628001,Drive,8.8539,16,0,0,Home
23075813,2307581302054,2307581302,Drive,2.131925,15,59,0,Social/Recreation
23075213,2307521301004,2307521301,Transit,4.325986,15,2,0,Social/Recreation
23075213,2307521301005,2307521301,Transit,3.871764,17,17,0,Shopping
23075813,2307581302055,2307581302,Drive,4.06501,17,30,0,Home
23075213,2307521301006,2307521301,Walk,0.194489,18,3,0,Shopping
23075213,2307521301007,2307521301,Walk,0.257248,18,13,0,Personal Business/Errand/Appointment
23075213,2307521301008,2307521301,Walk,1.647255,19,34,0,Home
23075213,2307521301009,2307521301,Walk,0.18144,9,51,0,Meal
23075213,2307521301010,2307521301,Transit,4.166294,9,55,0,Work
23075213,2307521301011,2307521301,Walk,0.115575,12,40,0,Meal
23075213,2307521301012,2307521301,Walk,0.115575,12,45,0,Work
23075213,2307521301013,2307521301,Transit,0.32622,17,47,0,Home
23075213,2307521301014,2307521301,Walk,0.200703,10,0,0,Meal
23075213,2307521301015,2307521301,Transit,4.426648,10,9,0,Work
23075213,2307521301016,2307521301,Transit,4.127147,18,3,0,Home
23075213,2307521301017,2307521301,Walk,3.656769,8,37,23,Meal
23075213,2307521301018,2307521301,Transit,4.290568,9,48,0,Work
23075213,2307521301019,2307521301,Walk,0.165285,12,21,0,Meal
23075213,2307521301020,2307521301,Walk,0.115575,12,25,0,Work
23075213,2307521301021,2307521301,Transit,4.679547,14,57,0,Home
23075213,2307521301022,2307521301,Transit,8.735236,17,2,0,Social/Recreation
23075213,2307521301023,2307521301,Transit,8.965765,20,24,0,Meal
23075213,2307521301024,2307521301,Walk,0.116196,21,20,0,Home
23075813,2307581301037,2307581301,Drive,0.816482,12,14,0,Meal
23075813,2307581301038,2307581301,Walk,0.068972,12,50,41,Meal
23075813,2307581301039,2307581301,Drive,0.701528,12,53,0,Home
23075813,2307581301040,2307581301,Walk,0.239228,13,41,0,Social/Recreation
23075813,2307581301041,2307581301,Walk,0.242956,13,47,0,Home
23075813,2307581301042,2307581301,Drive,1.111012,15,57,0,Social/Recreation
23075813,2307581301043,2307581301,Drive,1.06503,16,6,0,Home
23075813,2307581301044,2307581301,Walk,0.153479,21,10,0,Social/Recreation
23075813,2307581301045,2307581301,Walk,0.137323,21,15,0,Home
23075813,2307581301046,2307581301,Walk,0.246063,13,33,0,Social/Recreation
23075813,2307581301047,2307581301,Walk,0.287073,13,38,0,Home
23075813,2307581301048,2307581301,Drive,1.129653,16,1,0,Social/Recreation
23075813,2307581301049,2307581301,Drive,1.076836,16,10,0,Home
23075813,2307581301052,2307581301,Walk,0.164042,20,56,0,Social/Recreation
23075813,2307581301053,2307581301,Walk,0.185169,21,1,0,Home
23077869,2307786901002,2307786901,Drive,1.509311,13,45,0,Shopping
23077869,2307786901003,2307786901,Drive,0.416319,14,5,0,Shopping
23077869,2307786901004,2307786901,Drive,5.302782,14,45,0,Shopping
23077549,2307754901001,2307754901,Walk,0.123031,12,0,0,Meal
23077549,2307754901002,2307754901,Walk,0.123031,12,16,0,Home
23077869,2307786901001,2307786901,Drive,1.20546,13,30,0,Shopping
23077869,2307786901005,2307786901,Drive,4.2632,15,30,0,Home
23076874,2307687401021,2307687401,Transit,1.578905,18,32,0,Shopping
23076874,2307687401022,2307687401,Transit,1.489427,19,0,0,Home
23077921,2307792101009,2307792101,Transit,0.790384,11,31,0,Personal Business/Errand/Appointment
23077921,2307792101010,2307792101,Walk,0.656168,12,4,0,Meal
23077921,2307792101011,2307792101,Walk,0.271539,12,39,0,Home
23081346,2308134601002,2308134601,Drive,0.546807,16,51,0,Home
23079597,2307959701002,2307959701,Drive,2.3786,17,30,0,Home
23079597,2307959702003,2307959702,Drive,1.431018,13,40,0,Home
23079597,2307959702004,2307959702,Walk,0.303851,14,30,0,Social/Recreation
23079597,2307959702005,2307959702,Walk,0.303851,15,50,0,Home
23079597,2307959702006,2307959702,Drive,0.975553,17,50,0,Social/Recreation
23079597,2307959702007,2307959702,Drive,0.658032,20,0,0,Meal
23079597,2307959702008,2307959702,Drive,1.077458,21,40,0,Home
23079028,2307902801001,2307902801,Drive,5.887492,7,30,0,Work
23079028,2307902801002,2307902801,Drive,5.725936,17,15,0,Home
23079943,2307994301001,2307994301,Walk,0.163421,17,25,0,Personal Business/Errand/Appointment
23079162,2307916201001,2307916201,Walk,0.799705,9,15,0,School
23079943,2307994301002,2307994301,Walk,0.055302,17,29,0,Shopping
23079162,2307916201002,2307916201,Walk,0.794112,12,20,0,Home
23079162,2307916201003,2307916201,Walk,0.137323,13,0,0,Shopping
23079943,2307994301003,2307994301,Walk,0.170256,17,45,0,Home
23079162,2307916201004,2307916201,Walk,0.137323,13,30,0,Home
23079162,2307916201005,2307916201,Transit,0.869298,14,30,0,School
23079162,2307916201006,2307916201,Transit,0.799705,15,30,0,Home
23081346,2308134601001,2308134601,Drive,0.58906,7,40,0,Work
23080371,2308037101001,2308037101,Walk,1.238393,8,0,0,Work
23080371,2308037101002,2308037101,Walk,1.232179,17,30,0,Home
23083468,2308346801003,2308346801,Walk,0.67046,10,55,0,Meal
23083468,2308346801004,2308346801,Walk,0.654304,12,57,11,Work
23083468,2308346801005,2308346801,Drive,3.087593,15,9,0,Personal Business/Errand/Appointment
23083468,2308346801015,2308346801,Walk,1.324763,18,6,0,Social/Recreation
23082757,2308275701003,2308275701,Drive,0.285831,17,18,0,Meal
23082757,2308275701009,2308275701,Drive,0.846929,11,5,0,Shopping
23082922,2308292201001,2308292201,Walk,0.515117,11,40,0,Work
23082922,2308292201002,2308292201,Transit,1.612459,18,55,0,Shopping
23082757,2308275701014,2308275701,Drive,0.953805,20,8,0,Shopping
23082922,2308292201003,2308292201,Transit,0.922736,19,33,0,Home
23082757,2308275701019,2308275701,Drive,0.379036,15,33,0,Meal
23082757,2308275701029,2308275701,Drive,0.907202,20,48,0,Shopping
23082757,2308275701030,2308275701,Drive,0.912173,20,57,0,Social/Recreation
23082757,2308275701031,2308275701,Drive,0.896017,10,25,0,Shopping
23082345,2308234501001,2308234501,Transit,6.266529,11,20,0,Social/Recreation
23082345,2308234501002,2308234501,Transit,5.973863,14,2,0,Home
23082757,2308275701033,2308275701,Drive,0.365366,14,30,0,Meal
23082757,2308275701036,2308275701,Drive,0.956912,17,59,0,Shopping
23086158,2308615801001,2308615801,Bike/Micromobility,8.571816,5,0,0,Work
23086158,2308615801002,2308615801,Bike/Micromobility,8.656322,14,35,0,Home
23086158,2308615802002,2308615802,Drive,3.951921,20,30,0,Home
23087048,2308704802024,2308704802,Walk,0.254141,17,38,0,Home
23087068,2308706801001,2308706801,Transit,4.344006,9,30,0,Social/Recreation
23087068,2308706801002,2308706801,Transit,4.550301,16,55,2,Home
23087048,2308704801025,2308704801,Walk,0.941999,11,22,0,Social/Recreation
23087048,2308704801026,2308704801,Walk,0.963125,11,39,0,Home
23087048,2308704801027,2308704801,Walk,0.713334,7,15,0,Social/Recreation
23087048,2308704801028,2308704801,Walk,0.553642,7,25,0,Home
23087048,2308704801029,2308704801,Walk,0.454844,13,11,0,Social/Recreation
23087048,2308704801030,2308704801,Walk,0.437445,13,23,0,Home
23087048,2308704801031,2308704801,Walk,0.395813,17,29,0,Social/Recreation
23087048,2308704801032,2308704801,Walk,0.395813,17,38,0,Home
23088138,2308813801029,2308813801,Transit,4.96662,21,30,0,Home
23087615,2308761501001,2308761501,Walk,0.214373,14,0,0,Personal Business/Errand/Appointment
23087615,2308761501002,2308761501,Transit,1.652226,14,11,0,Shopping
23087615,2308761501003,2308761501,Transit,1.439717,15,20,0,Home
23087615,2308761502001,2308761502,Walk,0.621371,19,40,0,Social/Recreation
23087615,2308761502002,2308761502,Walk,0.621371,20,31,0,Home
23087379,2308737901016,2308737901,Drive,8.898657,13,11,0,Shopping
23087892,2308789202004,2308789202,Drive,3.247907,9,42,0,Work
23087662,2308766201009,2308766201,Walk,0.456086,17,52,0,Shopping
23087662,2308766201010,2308766201,Transit,5.103943,18,14,0,Social/Recreation
23088138,2308813801001,2308813801,Transit,2.26117,10,45,0,Work
23088138,2308813801002,2308813801,Walk,0.2355,18,45,0,Work
23088138,2308813801005,2308813801,Walk,0.082021,21,47,0,Overnight
23088138,2308813801006,2308813801,Walk,0.068351,21,50,0,Social/Recreation
23088138,2308813801008,2308813801,Walk,4.330957,1,0,0,Social/Recreation
23088138,2308813801009,2308813801,Walk,0.777335,6,44,42,Overnight
23088138,2308813801010,2308813801,Transit,2.998738,14,7,0,Home
23088138,2308813801011,2308813801,Walk,0.173984,14,58,0,Meal
23088138,2308813801012,2308813801,Walk,0.075186,15,4,0,Meal
23088138,2308813801013,2308813801,Walk,0.268432,17,53,0,Home
23088138,2308813801014,2308813801,Walk,2.849608,13,44,58,Meal
23088138,2308813801015,2308813801,Transit,2.044311,15,11,0,Work
23088138,2308813801016,2308813801,Transit,2.345676,19,43,0,Home
23088138,2308813801017,2308813801,Walk,0.236742,12,8,0,Meal
23088138,2308813801018,2308813801,Walk,0.151615,15,13,0,Home
23088138,2308813801019,2308813801,Walk,0.120546,12,1,0,Meal
23088138,2308813801020,2308813801,Transit,2.073515,12,27,0,Work
23088138,2308813801021,2308813801,Transit,2.323928,17,50,0,Home
23088138,2308813801022,2308813801,Transit,2.117633,11,50,0,Work
23088138,2308813801023,2308813801,Transit,2.068545,16,10,0,Meal
23088138,2308813801024,2308813801,Walk,0.242335,20,0,0,Home
23088138,2308813801025,2308813801,Transit,2.118254,9,35,0,Work
23088138,2308813801026,2308813801,Transit,1.427911,16,15,0,Shopping
23088138,2308813801027,2308813801,Walk,0.257869,20,3,0,Social/Recreation
23088138,2308813801028,2308813801,Walk,1.284996,21,0,0,Meal
23088732,2308873201033,2308873201,Walk,0.238607,18,4,0,Overnight
23088732,2308873201035,2308873201,Walk,0.162178,19,59,0,Meal
23088732,2308873201036,2308873201,Drive,0.156586,20,52,0,Meal
23088732,2308873201037,2308873201,Drive,2.337598,20,55,0,Home
23088732,2308873201003,2308873201,Drive,1.610594,17,36,0,Meal
23088732,2308873201004,2308873201,Drive,0.418804,21,31,0,Home
23088732,2308873201005,2308873201,Drive,4.696945,6,37,0,Work
23088732,2308873201006,2308873201,Drive,2.90491,15,28,0,Overnight
23088732,2308873201009,2308873201,Drive,1.896425,6,21,0,Overnight
23088732,2308873201010,2308873201,Drive,2.906153,6,31,0,Work
23088732,2308873201013,2308873201,Drive,1.905745,18,32,0,Overnight
23088732,2308873201016,2308873201,Drive,1.879648,23,29,0,Home
23088732,2308873201017,2308873201,Drive,1.887726,6,22,0,Overnight
23089967,2308996701003,2308996701,Bike/Micromobility,1.783957,17,45,0,Home
23088732,2308873201018,2308873201,Drive,2.893726,6,30,0,Work
23089967,2308996702001,2308996702,Bike/Micromobility,1.431639,11,30,0,Work
23089967,2308996702002,2308996702,Bike/Micromobility,1.431639,20,30,0,Home
23088732,2308873201021,2308873201,Drive,4.63605,6,27,0,Work
23088732,2308873201022,2308873201,Drive,4.329714,16,32,0,Meal
23088732,2308873201023,2308873201,Drive,0.373444,18,0,0,Home
23088732,2308873201024,2308873201,Drive,4.611817,6,39,0,Work
23088732,2308873201025,2308873201,Drive,2.888133,15,48,0,Overnight
23088732,2308873201026,2308873201,Drive,1.883376,17,15,0,Home
23088732,2308873201027,2308873201,Drive,0.596516,17,57,0,Shopping
23090734,2309073401005,2309073401,Drive,0.9818,17,0,0,Home
23088732,2308873201031,2308873201,Drive,7.201071,15,16,0,Overnight
23088732,2308873201032,2308873201,Walk,0.252898,16,23,0,Social/Recreation
23090734,2309073402002,2309073402,Transit,2.35624,16,15,0,Home
23090779,2309077901001,2309077901,Bike/Micromobility,0.871784,8,45,0,Work
23091418,2309141801042,2309141801,Drive,0.215616,13,28,0,Work
23091418,2309141801049,2309141801,Drive,0.159071,14,33,0,Work
23091018,2309101801002,2309101801,Drive,0.884833,18,20,0,Home
23091281,2309128101004,2309128101,Walk,0.055302,13,0,0,Home
23090779,2309077901002,2309077901,Bike/Micromobility,1.179363,17,0,0,Personal Business/Errand/Appointment
23091281,2309128101001,2309128101,Walk,0.414455,5,45,0,Social/Recreation
23091281,2309128101002,2309128101,Walk,0.414455,7,5,0,Home
23091281,2309128101003,2309128101,Walk,0.055302,11,20,0,Personal Business/Errand/Appointment
23090779,2309077901003,2309077901,Walk,0.485291,18,0,0,Home
23090779,2309077901004,2309077901,Walk,0.386493,18,45,0,Social/Recreation
23090779,2309077901005,2309077901,Walk,0.386493,20,0,0,Home
23091418,2309141801001,2309141801,Walk,0.18144,10,50,0,Meal
23091418,2309141801002,2309141801,Walk,0.218723,12,42,0,Home
23091418,2309141801003,2309141801,Walk,0.380279,13,40,0,Work
23091418,2309141801004,2309141801,Walk,0.344861,22,9,0,Home
23091418,2309141801005,2309141801,Walk,0.251034,13,4,0,Meal
23091418,2309141801006,2309141801,Walk,0.203188,13,11,0,Shopping
23091418,2309141801007,2309141801,Walk,0.109983,13,16,0,Work
23091418,2309141801008,2309141801,Walk,0.475349,21,1,0,Home
23091281,2309128101005,2309128101,Walk,0.200082,14,20,0,Escort
23091281,2309128101006,2309128101,Walk,0.259112,14,45,0,Shopping
23091281,2309128101007,2309128101,Walk,0.111225,15,5,0,Meal
23091281,2309128101008,2309128101,Walk,0.120546,15,15,0,Social/Recreation
23091281,2309128101009,2309128101,Walk,0.566069,16,19,0,Home
23091281,2309128102001,2309128102,Walk,0.200082,7,10,0,Escort
23091281,2309128102002,2309128102,Walk,0.200082,7,20,0,Home
23091281,2309128102003,2309128102,Drive,3.690324,13,10,0,Work
23091281,2309128103001,2309128103,Walk,0.200082,7,10,0,School
23091281,2309128103004,2309128103,Walk,0.259112,14,45,0,Shopping
23091281,2309128103005,2309128103,Walk,0.111225,15,5,0,Meal
23091281,2309128103006,2309128103,Walk,0.120546,15,15,0,Social/Recreation
23091281,2309128103007,2309128103,Walk,0.566069,16,19,0,Home
23091281,2309128104001,2309128104,Walk,0.200082,7,10,0,Escort
23091281,2309128104002,2309128104,Walk,0.259112,14,45,0,Escort
23091281,2309128104003,2309128104,Walk,0.111225,15,5,0,Meal
23091281,2309128104004,2309128104,Walk,0.120546,15,15,0,Social/Recreation
23091281,2309128104005,2309128104,Walk,0.566069,16,19,0,Home
23090890,2309089001003,2309089001,Walk,0.249791,8,30,0,Work
23090890,2309089001004,2309089001,Walk,0.249791,21,0,0,Home
23091018,2309101801001,2309101801,Drive,0.791627,8,35,0,Work
23092143,2309214302011,2309214302,Walk,0.198839,14,3,0,Shopping
23092143,2309214302012,2309214302,Walk,0.286452,14,10,0,Home
23092143,2309214302013,2309214302,Transit,2.317715,11,25,0,School
23092634,2309263402010,2309263402,Walk,0.754966,12,9,0,Social/Recreation
23092634,2309263402011,2309263402,Walk,0.147265,12,35,0,Social/Recreation
23092634,2309263402012,2309263402,Walk,0.1541,12,46,0,Social/Recreation
23092634,2309263402013,2309263402,Walk,0.130488,13,9,0,Meal
23092634,2309263402014,2309263402,Walk,0.805918,14,36,0,Home
23092634,2309263402019,2309263402,Drive,1.332841,14,3,0,Home
23092634,2309263401001,2309263401,Drive,2.013864,8,44,0,Work
23092634,2309263401002,2309263401,Drive,1.307986,17,6,0,Shopping
23092634,2309263401003,2309263401,Drive,2.966426,17,13,0,Home
23092634,2309263401004,2309263401,Drive,2.074758,7,41,0,Work
23092634,2309263401005,2309263401,Drive,2.356861,15,34,0,Home
23092634,2309263401006,2309263401,Drive,2.014485,7,49,0,Work
23092634,2309263401007,2309263401,Drive,2.760752,15,44,0,Personal Business/Errand/Appointment
23092634,2309263401008,2309263401,Drive,2.172935,16,18,0,Home
23091986,2309198601001,2309198601,Walk,2.778772,12,50,0,Personal Business/Errand/Appointment
23092634,2309263401009,2309263401,Drive,4.767781,18,47,0,Shopping
23091986,2309198601002,2309198601,Transit,3.034777,16,6,0,Home
23092634,2309263401010,2309263401,Drive,0.352939,19,18,0,Meal
23092634,2309263401011,2309263401,Drive,4.700673,19,28,0,Home
23092634,2309263401012,2309263401,Drive,2.03934,10,29,0,Social/Recreation
23092634,2309263401013,2309263401,Drive,2.010136,11,38,0,Home
23092100,2309210001001,2309210001,Walk,0.649954,10,0,0,Work
23092634,2309263401016,2309263401,Walk,0.728247,12,10,0,Social/Recreation
23092100,2309210001002,2309210001,Walk,0.649954,17,22,0,Home
23092634,2309263401017,2309263401,Walk,0.165285,12,35,0,Social/Recreation
23092721,2309272101001,2309272101,Drive,5.187828,8,26,0,Work
23092634,2309263401018,2309263401,Walk,0.165285,12,46,0,Social/Recreation
23092721,2309272101002,2309272101,Drive,5.077845,16,59,0,Home
23092634,2309263401019,2309263401,Walk,0.755587,14,35,0,Home
23092634,2309263401022,2309263401,Drive,2.041826,8,41,0,Work
23092634,2309263401023,2309263401,Drive,1.586361,16,53,0,Shopping
23092721,2309272101008,2309272101,Walk,0.72949,15,56,0,Shopping
23092634,2309263401024,2309263401,Drive,1.275054,17,16,0,Home
23092143,2309214301005,2309214301,Drive,2.258685,13,53,0,Personal Business/Errand/Appointment
23092721,2309272101009,2309272101,Walk,0.414455,16,26,0,Shopping
23092721,2309272101010,2309272101,Walk,0.118682,16,44,0,Shopping
23092634,2309263401025,2309263401,Drive,2.053632,7,37,0,Work
23092143,2309214301006,2309214301,Drive,2.21581,14,56,0,Home
23092634,2309263401026,2309263401,Drive,2.335113,15,33,0,Home
23092143,2309214301007,2309214301,Drive,2.008272,13,37,0,Escort
23092634,2309263401027,2309263401,Drive,2.000815,17,56,0,Social/Recreation
23092634,2309263401028,2309263401,Drive,1.996466,19,6,0,Home
23092634,2309263402001,2309263402,Drive,1.473271,13,7,0,Social/Recreation
23092634,2309263402002,2309263402,Drive,1.760345,15,10,0,Home
23092143,2309214301010,2309214301,Drive,2.015107,13,26,0,Escort
23092634,2309263402003,2309263402,Drive,1.056952,14,2,0,Shopping
23092634,2309263402004,2309263402,Drive,1.048253,14,49,0,Home
23092143,2309214301012,2309214301,Drive,3.393929,14,14,0,Meal
23092143,2309214301013,2309214301,Drive,3.390823,14,47,0,Home
23092143,2309214302009,2309214302,Transit,1.220373,8,1,0,Change mode
23092721,2309272101011,2309272101,Walk,0.797219,21,38,0,Home
23093406,2309340601021,2309340601,Transit,2.528981,16,52,0,Home
23093406,2309340601022,2309340601,Walk,0.40327,20,1,0,Meal
23093406,2309340601023,2309340601,Walk,0.428125,21,18,0,Home
23093406,2309340601025,2309340601,Transit,2.319579,16,40,0,Meal
23093406,2309340601026,2309340601,Walk,0.26719,17,16,0,Home
23093406,2309340601027,2309340601,Walk,0.777957,19,6,0,Personal Business/Errand/Appointment
23093406,2309340601028,2309340601,Walk,0.807161,19,25,0,Shopping
23093406,2309340601029,2309340601,Walk,0.254762,19,52,0,Shopping
23093406,2309340601030,2309340601,Walk,0.144158,20,3,0,Home
23093108,2309310801002,2309310801,Drive,2.679974,8,5,0,Home
23092721,2309272101021,2309272101,Walk,0.586574,15,37,0,Personal Business/Errand/Appointment
23092721,2309272101022,2309272101,Walk,0.541214,15,52,0,Home
23092721,2309272101024,2309272101,Drive,3.397658,8,35,0,Work
23092721,2309272101025,2309272101,Drive,5.085923,17,27,0,Home
23092721,2309272101028,2309272101,Drive,0.202567,9,7,0,Work
23092721,2309272101029,2309272101,Walk,0.211888,13,4,54,Meal
23092721,2309272101030,2309272101,Walk,0.206295,13,9,0,Work
23092721,2309272101031,2309272101,Drive,2.333249,17,3,0,Shopping
23092721,2309272101032,2309272101,Drive,6.355385,17,48,0,Meal
23093591,2309359101042,2309359101,Walk,0.286452,20,7,0,Personal Business/Errand/Appointment
23092721,2309272101033,2309272101,Drive,1.022156,18,34,0,Home
23093591,2309359101043,2309359101,Walk,0.260976,20,25,0,Home
23093683,2309368301001,2309368301,Walk,0.328705,12,0,0,Social/Recreation
23093683,2309368301002,2309368301,Walk,0.849414,18,13,36,Social/Recreation
23093683,2309368301003,2309368301,Walk,0.499582,19,30,0,Social/Recreation
23093683,2309368301004,2309368301,Walk,0.461679,20,30,0,Home
23094736,2309473601001,2309473601,Transit,1.4683,9,30,0,Work
23094736,2309473601002,2309473601,Transit,0.97431,19,55,6,Social/Recreation
23094736,2309473601003,2309473601,Transit,0.784792,0,25,0,Home
23094647,2309464701012,2309464701,Walk,0.590924,11,18,0,Work
23094647,2309464701013,2309464701,Walk,0.098798,16,25,5,Social/Recreation
23094647,2309464701014,2309464701,Transit,1.106041,19,5,0,Home
23094647,2309464701015,2309464701,Drive,5.189692,13,38,0,Shopping
23094647,2309464701016,2309464701,Drive,4.862851,14,15,0,Home
23094647,2309464701017,2309464701,Drive,0.268432,11,0,0,Shopping
23094647,2309464701018,2309464701,Drive,0.268432,12,3,0,Home
23094647,2309464701019,2309464701,Walk,0.615779,13,15,0,Work
23094647,2309464701020,2309464701,Walk,0.63442,21,5,0,Home
23094078,2309407801003,2309407801,Drive,3.677896,11,50,0,Home
23094145,2309414501001,2309414501,Walk,1.102934,13,0,0,Shopping
23094145,2309414501002,2309414501,Walk,1.102934,14,0,0,Home
23094145,2309414501003,2309414501,Walk,0.253519,17,0,0,Shopping
23094145,2309414501004,2309414501,Walk,0.253519,17,20,0,Home
23093905,2309390501001,2309390501,Drive,2.272976,7,45,0,Escort
23093905,2309390501002,2309390501,Drive,2.3444,8,0,0,Home
23093905,2309390501003,2309390501,Drive,2.272976,14,0,0,Escort
23093905,2309390501004,2309390501,Drive,3.392065,14,30,0,Social/Recreation
23093905,2309390501005,2309390501,Drive,2.3792,16,50,0,Home
23093905,2309390502001,2309390502,Walk,1.010971,9,30,0,Work
23093905,2309390502002,2309390502,Walk,1.010971,12,1,0,Home
23093926,2309392602001,2309392602,Transit,3.97429,7,40,0,Work
23093926,2309392602002,2309392602,Transit,3.782908,17,2,0,Home
23094495,2309449501029,2309449501,Drive,3.395172,9,50,0,Meal
23094495,2309449501030,2309449501,Drive,3.479679,10,1,0,Home
23094647,2309464701001,2309464701,Walk,0.257869,9,0,0,Meal
23094647,2309464701002,2309464701,Walk,0.257869,9,10,0,Home
23094647,2309464701003,2309464701,Walk,0.179576,13,19,0,Shopping
23094647,2309464701004,2309464701,Walk,0.459815,13,52,0,Work
23094647,2309464701006,2309464701,Transit,0.510146,20,51,38,Home
23094647,2309464701007,2309464701,Transit,1.25952,21,5,21,Personal Business/Errand/Appointment
23094647,2309464701008,2309464701,Walk,1.337812,23,31,0,Social/Recreation
23094647,2309464701009,2309464701,Walk,0.434338,0,3,0,Home
23094647,2309464701010,2309464701,Transit,1.416105,18,17,0,Social/Recreation
23094647,2309464701011,2309464701,Transit,1.488805,23,39,0,Home
23095078,2309507801002,2309507801,Walk,3.265927,17,0,0,Home
23095268,2309526802020,2309526802,Bike/Micromobility,1.700072,12,41,0,Home
23095268,2309526801025,2309526801,Drive,1.892697,12,0,0,Shopping
