ID,age,Gender,NbCar,NbMoto,NbBicy,CarAvail,DestAct,Income,Education,distance_km,TimePT,TimeCar,CostPT,CostCarCHF,NbTransf,Choice
28240523,41,1,2,0,6,1,1,6,6,9.1,46,16,6.2,1.48,0,1
28240632,35,2,1,0,6,1,8,3,6,28.2,117,35,14.4,4.31,1,1
28240692,41,2,2,1,4,1,6,4,4,7.6,39,11,3.4,1.12,0,1
28240755,31,1,2,0,2,1,1,5,3,32.8,160,40,21.8,4.86,3,1
28240755,31,1,2,0,2,1,1,5,3,85.0,168,72,38.8,11.16,4,1
28240756,30,2,2,0,2,1,1,5,6,8.5,237,13,81.4,1.35,3,1
28240756,30,2,2,0,2,1,1,5,6,8.5,237,13,81.4,1.35,3,1
28240762,25,2,2,0,2,1,8,4,5,19.2,106,25,10.8,2.85,2,1
28240762,25,2,2,0,2,1,1,4,5,15.3,76,23,6.2,2.31,2,1
28240797,39,1,1,1,2,2,1,4,6,189.2,281,194,77.8,25.67,2,0
28240798,39,1,1,1,2,2,1,4,6,189.2,281,194,77.8,25.67,2,0
28240830,45,2,2,1,1,1,4,4,4,45.0,95,52,24.4,6.03,3,1
28240945,61,1,2,0,1,1,1,6,7,7.5,90,11,8.6,1.16,2,1
28240945,61,1,2,0,1,1,11,6,7,14.8,110,24,13.0,2.31,2,1
28240955,58,2,1,0,0,1,4,2,2,12.7,56,19,6.2,1.92,2,1
28240965,47,1,1,0,3,1,1,3,3,16.1,57,23,6.2,2.51,1,0
28240993,61,1,1,0,1,1,1,4,3,10.0,82,14,11.0,1.39,2,1
28240993,61,1,1,0,1,1,1,4,3,10.0,82,14,11.0,1.39,2,1
28240993,61,1,1,0,1,1,8,4,3,12.1,44,18,6.2,1.83,0,1
28240997,53,1,1,0,2,2,1,4,3,47.0,67,58,20.7,6.45,1,0
28241047,64,1,1,0,3,1,9,3,2,18.0,210,19,47.6,2.74,3,1
28241048,62,2,1,0,3,2,9,3,3,18.0,210,19,47.6,2.74,3,1
28241131,53,1,2,1,2,1,4,4,3,282.0,309,200,116.8,42.93,6,1
28241132,51,2,2,1,2,1,4,4,3,11.9,58,19,8.0,1.83,0,1
28420015,73,1,1,0,1,1,4,5,4,6.0,62,10,5.6,1.2,0,1
28420050,58,1,1,0,5,1,1,4,3,73.74,193,92,24.2,9.62,0,1
28420051,51,2,1,0,5,1,1,4,2,5.0,61,8,6.4,0.87,0,1
28420052,35,1,2,0,2,1,1,6,6,3.4,39,6,3.0,0.72,0,1
28420056,37,2,1,1,4,2,10,4,3,164.0,241,169,59.4,21.88,6,1
28420153,58,2,1,0,4,2,4,3,2,4.0,63,8,5.2,0.77,0,1
28420168,47,1,2,0,4,1,1,5,6,180.0,189,178,64.0,24.26,6,0
28420168,47,1,2,0,4,1,9,5,6,6.5,82,13,4.4,1.32,1,1
28420278,48,2,2,0,1,1,11,4,3,3.0,29,6,3.0,0.64,0,1
28420278,48,2,2,0,1,1,4,4,3,3.0,40,6,3.4,0.62,0,1
28420282,68,1,2,1,1,1,1,1,3,46.0,67,54,21.6,6.36,3,1
28420388,45,1,1,1,5,2,1,5,6,116.0,109,129,31.0,15.76,1,0
28630101,67,2,1,0,1,2,4,1,6,32.5,127,37,19.2,5.33,1,1
28630101,67,2,1,0,1,2,11,1,6,15.0,159,21,25.0,2.15,4,1
28640112,46,2,1,0,1,1,4,2,3,50.5,135,52,26.4,7.28,2,1
28640121,38,2,2,1,4,1,9,5,3,0.6,22,0,0.0,0.11,0,1
28640121,38,2,2,1,4,1,6,5,3,6.0,74,8,6.0,0.97,0,1
28640121,38,2,2,1,4,1,8,5,3,18.0,43,24,12.4,2.75,0,1
28640122,38,2,2,1,4,1,8,5,3,39.0,106,42,26.4,5.6,4,1
28640122,38,2,2,1,4,1,3,5,3,26.0,82,38,18.4,4.1,2,1
28640182,57,1,1,0,1,1,8,3,3,57.5,121,79,37.2,8.98,0,0
30330009,41,2,2,0,6,1,1,3,3,52.0,132,53,15.2,7.32,2,1
30330035,53,1,1,0,2,1,1,6,7,26.0,93,32,7.6,4.14,2,0
30330069,67,1,1,0,1,1,9,6,7,21.0,78,33,7.6,3.64,0,0
30330106,65,1,1,0,1,1,1,5,3,22.0,86,28,7.6,3.38,0,0
30330149,64,2,2,0,2,1,4,3,2,22.0,75,30,7.6,3.55,0,0
30330170,62,2,1,0,2,1,9,6,7,69.0,225,60,46.2,9.33,5,1
30330171,66,2,2,0,4,1,4,6,4,17.7,78,28,9.6,3.44,1,0
30330172,77,1,2,0,4,1,10,6,6,17.5,110,25,7.6,2.75,3,0
30330179,70,1,2,0,1,1,8,6,7,9.5,50,10,3.8,1.39,2,1
30330216,54,1,1,1,2,1,2,5,7,13.0,56,17,3.8,2.14,2,1
30330231,72,1,1,0,0,1,9,3,7,29.0,90,38,7.6,4.79,2,0
30330231,72,1,1,0,0,1,7,3,7,302.0,303,199,116.4,52.28,5,0
30330237,63,1,2,0,1,1,10,6,3,20.5,62,29,7.6,3.17,0,0
30330238,62,2,2,0,1,1,4,6,7,20.5,60,29,7.6,3.17,0,0
30330301,67,1,1,0,2,1,10,4,3,34.0,144,43,7.6,5.36,2,1
30330302,67,1,1,0,2,1,10,4,3,25.5,127,36,16.8,4.11,4,1
30330327,41,2,1,0,5,2,9,6,7,25.0,60,21,3.8,3.53,2,1
30330353,53,1,3,0,7,1,1,6,8,26.5,112,29,9.6,4.18,1,1
30330355,33,1,2,0,2,1,1,6,7,18.5,113,27,7.6,2.94,2,1
30330369,45,1,1,2,8,1,7,5,6,2.0,25,4,3.8,0.49,0,2
30330370,44,2,1,0,5,1,4,5,4,22.0,73,34,7.6,3.61,0,1
30330409,43,2,1,0,2,2,1,6,4,16.5,87,26,7.6,2.72,2,0
30330485,36,1,2,0,3,1,1,6,7,11.0,73,12,11.4,1.62,1,1
30330486,34,2,2,0,2,1,8,6,7,46.5,200,66,17.2,7.44,5,1
30330486,34,2,2,0,2,1,2,6,7,29.0,118,38,7.6,4.66,4,1
30330513,48,1,1,1,2,1,1,6,7,100.5,277,88,58.6,12.91,6,1
30330535,42,1,1,0,5,1,10,6,7,5.5,65,10,7.6,1.1,1,1
30330535,42,1,1,0,5,1,10,6,7,5.5,43,10,7.6,1.1,0,1
30330535,42,1,1,0,5,1,10,6,7,5.5,80,10,7.6,1.1,1,1
30330536,42,1,1,0,5,1,1,6,7,155.0,170,93,55.0,19.86,3,0
30330558,47,1,1,1,2,1,1,6,4,18.5,96,31,7.6,3.28,2,0
30330558,47,1,1,1,2,1,9,6,4,16.05,59,28,7.6,2.94,0,1
30330565,37,2,0,0,5,2,1,5,6,19.5,86,34,7.6,3.42,0,0
30330569,41,2,1,0,2,2,9,4,4,16.0,43,25,7.6,2.67,0,0
30330624,38,2,0,0,5,3,7,3,3,210.0,278,133,94.6,27.14,6,0
30330629,48,2,1,0,2,1,1,3,6,13.0,123,23,11.4,2.51,2,1
30330631,70,1,1,0,0,1,9,6,3,11.0,28,15,3.8,1.72,0,0
30330632,70,1,1,0,0,1,9,6,3,11.0,28,15,3.8,1.72,0,0
30330639,51,2,1,0,1,1,1,5,6,5.0,85,10,25.4,0.96,3,0
30330653,49,2,1,0,1,1,9,3,7,19.0,84,30,7.6,4.13,1,0
30330653,49,2,1,0,1,1,9,3,7,19.0,92,30,7.6,4.13,1,0
30330669,33,2,1,0,1,1,1,3,3,18.0,74,29,7.6,3.04,0,0
30330669,33,2,1,0,1,1,9,3,3,7.0,89,13,7.6,1.33,1,1
30330674,45,1,2,0,1,1,1,6,4,28.0,86,37,7.6,4.5,2,1
30330674,45,1,2,0,1,1,1,6,4,31.5,189,40,11.4,4.99,4,1
30330675,53,2,0,0,1,3,1,3,3,66.0,301,50,21.6,8.77,4,0
30330693,44,1,1,1,1,1,1,5,7,34.0,118,42,7.6,5.27,2,1
30330717,64,1,2,1,0,1,1,1,8,33.5,152,54,15.2,5.66,2,1
30330725,45,1,2,0,2,1,1,6,4,80.0,226,72,32.4,10.46,3,1
30330751,58,1,2,0,2,1,1,6,3,93.0,182,69,30.0,12.55,2,1
30330770,64,1,1,1,4,1,2,4,7,21.1,141,33,9.8,3.64,3,2
30330778,65,1,1,0,2,1,4,4,6,19.0,47,28,7.6,3.18,1,0
30330798,63,2,2,0,4,2,9,6,6,3.0,41,5,3.8,0.54,1,1
30330798,63,2,2,0,4,2,8,6,6,2.5,22,4,3.8,0.4,0,1
30330821,31,1,0,0,1,2,1,6,8,17.5,55,24,7.6,2.69,0,0
30330833,51,1,2,1,7,2,1,6,8,22.0,83,31,7.6,3.58,1,2
30330851,46,1,2,1,6,1,1,5,8,17.5,93,25,7.6,2.97,0,1
30330852,38,2,2,1,6,1,9,5,7,41.0,115,40,21.8,5.88,4,1
30330875,37,2,1,1,5,1,4,5,5,38.0,109,37,7.6,6.29,2,1
30330875,37,2,1,1,5,1,8,5,5,1.8,23,4,7.6,0.52,0,1
30330879,49,2,1,0,1,1,1,4,4,26.0,79,24,13.4,3.51,2,1
30330920,71,1,1,0,0,3,9,4,8,27.0,106,37,7.6,4.63,2,0
30330951,70,1,1,0,1,1,7,6,6,11.0,33,15,3.8,1.81,0,0
30330972,66,1,1,0,2,1,11,6,7,10.0,48,17,3.8,1.75,1,2
30330986,25,2,1,0,4,2,11,5,7,34.5,162,50,15.2,6.13,2,2
30330997,59,1,1,0,2,1,1,4,6,11.0,45,16,3.8,1.79,2,1
30331017,57,2,2,0,2,1,1,4,3,18.0,58,30,7.6,3.07,0,0
30331035,57,1,1,0,0,1,1,6,3,74.0,160,67,22.8,10.19,4,1
30332010,46,2,1,1,2,1,1,6,6,86.0,210,74,49.2,12.22,5,1
30860007,35,1,2,0,2,1,1,6,4,13.0,68,21,7.8,2.06,2,1
30860007,35,1,2,0,2,1,9,6,4,6.5,80,10,47.4,0.96,2,1
30860015,55,2,1,0,1,3,1,3,3,29.0,122,44,15.4,4.99,3,0
30860017,43,2,2,2,4,1,10,3,3,34.0,121,52,36.8,5.49,6,0
30860018,16,2,2,2,4,3,1,3,2,25.0,152,42,7.6,4.16,0,0
30860031,47,2,1,0,1,1,1,3,3,56.5,248,71,22.8,7.18,5,1
30860032,47,2,1,0,1,1,1,3,3,38.5,232,57,19.0,5.86,5,1
30860033,51,2,3,0,3,1,6,3,3,7.0,59,12,11.4,1.23,2,1
30860061,33,2,2,0,2,1,9,5,4,104.5,190,93,34.6,14.6,6,1
30860095,28,2,2,0,4,1,1,4,4,2.3,99,3,7.6,0.37,0,1
30860141,59,2,2,0,1,1,1,5,6,17.0,93,26,15.2,2.72,2,1
30860142,59,2,2,0,1,1,4,5,6,45.0,123,58,15.2,6.79,4,1
30860145,66,2,1,0,0,1,2,4,3,8.0,55,13,3.8,1.38,2,1
30860145,66,2,1,0,0,1,9,4,3,13.0,23,22,3.8,2.24,1,1
30860155,44,2,2,0,4,2,1,4,3,9.5,61,17,3.8,1.63,1,0
30860167,69,1,1,0,2,1,4,2,3,31.0,115,44,11.6,5.36,4,1
30860168,69,2,1,0,2,1,8,2,4,36.3,212,62,15.2,6.45,6,1
30860175,38,1,1,0,3,1,8,3,3,85.5,444,100,33.4,12.64,8,1
30860181,81,2,1,0,0,1,9,4,5,14.0,73,24,3.8,2.38,0,1
30860215,75,1,2,0,2,1,9,4,7,3.7,6,5,0.0,0.67,0,1
30860216,70,2,2,0,2,1,4,4,8,15.5,118,36,11.6,3.27,0,1
30860227,63,1,2,0,0,1,11,6,5,54.0,135,53,28.2,7.28,2,1
30860227,63,1,2,0,0,1,9,6,5,24.0,77,29,17.2,3.54,2,1
30860239,35,2,2,1,3,1,9,4,3,14.5,83,26,7.6,2.72,3,1
30860240,35,2,2,1,3,1,8,4,3,23.5,129,43,7.6,4.27,2,1
30860245,43,1,1,0,2,1,8,5,7,27.4,181,42,14.2,4.8,4,1
30860246,43,1,1,0,2,1,1,5,7,30.0,149,37,7.6,4.69,2,1
30860249,55,1,1,0,3,1,1,6,8,102.0,29,104,3.8,13.81,0,2
30860250,55,2,1,0,3,1,1,6,4,49.0,213,90,23.0,8.61,4,1
30860253,37,2,2,0,4,1,1,4,2,76.0,163,88,34.2,10.99,3,1
30860254,43,1,2,0,4,1,1,4,4,32.0,156,57,9.6,5.29,4,1
30860265,36,1,2,0,2,1,4,6,3,55.0,100,49,22.8,7.72,2,1
30860274,41,1,1,0,3,2,1,5,6,43.0,122,65,15.2,6.86,2,0
30860310,19,2,2,2,5,2,3,6,2,21.0,143,42,13.4,4.11,3,0
30860391,37,2,1,0,5,2,1,5,6,19.0,85,30,7.6,3.11,3,0
30860394,47,1,2,0,8,1,1,4,3,11.0,87,16,5.8,1.88,1,1
30860443,49,1,2,0,3,1,9,6,3,62.0,157,64,33.0,8.28,5,1
30860444,49,1,2,0,3,1,1,6,3,39.0,138,56,11.6,6.61,2,2
30860447,73,2,2,0,0,1,6,2,3,5.5,62,7,0.0,0.79,0,1
30860447,73,2,2,0,0,1,4,2,3,8.0,19,13,3.8,1.29,0,1
30860448,82,1,2,0,0,1,2,2,3,10.5,35,17,7.6,1.92,0,1
30860449,67,1,1,0,1,1,10,3,3,10.0,95,14,11.6,1.69,2,1
30860450,67,1,1,0,1,1,9,3,3,1.9,29,3,3.8,0.4,0,1
30860450,67,1,1,0,1,1,7,3,3,54.5,291,85,46.0,9.11,8,0
30860491,46,2,1,2,4,1,1,6,6,87.0,193,85,45.4,12.71,5,0
30860495,34,2,1,0,3,2,4,5,3,23.0,92,49,11.4,4.41,2,0
30860533,38,2,1,0,4,1,11,3,3,28.0,146,48,15.2,4.69,4,1
30860533,38,2,1,0,4,1,8,3,3,89.0,289,103,30.4,12.67,6,1
30860539,43,2,2,0,5,1,8,6,7,4.5,18,8,3.8,0.75,0,1
30860539,43,2,2,0,5,1,8,6,7,24.0,36,46,7.6,3.93,0,1
30860539,43,2,2,0,5,1,1,6,7,31.0,97,35,7.6,4.49,2,1
30860540,50,1,2,0,7,1,1,6,8,86.0,224,89,23.0,12.75,6,1
30860545,55,2,2,1,4,1,1,6,7,42.0,122,60,7.6,6.66,2,1
30860546,53,1,2,1,5,1,1,6,7,18.3,112,33,11.4,3.37,3,1
30860595,69,2,1,0,0,1,7,2,2,30.0,100,49,7.6,4.94,2,0
30860603,22,2,1,0,2,3,1,4,3,33.5,144,53,11.4,5.32,3,0
30860616,65,2,1,0,1,1,7,2,4,116.0,426,136,45.6,17.01,8,1
30860644,71,1,1,0,0,1,9,2,2,11.0,55,23,34.0,2.24,2,1
30860650,70,1,1,1,2,1,10,3,3,283.0,327,192,111.6,37.39,6,0
30860672,58,2,1,1,3,1,1,2,3,1.3,35,4,7.6,0.7,0,1
30860708,36,2,2,0,5,1,10,6,8,190.0,235,147,77.4,25.92,4,1
30860711,66,1,1,1,4,1,1,4,3,47.0,169,74,15.2,7.75,2,1
30860712,66,1,1,1,4,1,1,4,3,42.0,250,76,23.2,7.48,9,1
30860718,71,1,1,0,2,1,7,4,3,101.0,418,126,47.2,15.15,11,1
30860723,39,1,1,0,1,1,1,4,3,20.0,132,42,13.4,4.08,3,1
30860725,55,1,0,0,2,2,11,6,3,53.7,112,90,19.0,9.16,1,0
30860726,55,1,0,0,2,2,8,6,3,78.5,141,138,58.6,11.79,3,0
30860737,69,1,1,1,1,1,7,3,3,186.0,211,129,121.0,24.5,5,0
30860762,43,2,1,0,1,1,1,2,4,13.0,227,19,54.0,1.85,4,1
30860762,43,2,1,0,1,1,8,2,4,12.0,53,24,5.8,2.32,2,1
30860768,56,1,1,0,2,2,1,5,6,30.0,109,51,11.6,5.33,3,1
30860803,57,2,2,0,3,1,3,1,3,26.0,187,48,11.8,4.86,4,1
30860804,61,1,2,0,3,1,2,1,2,0.2,10,2,0.0,0.29,0,1
30860804,61,1,2,0,3,1,1,1,2,0.2,10,2,0.0,0.29,0,1
31320005,64,1,2,0,4,1,10,4,4,55.0,104,75,19.2,8.2,3,0
31320005,64,1,2,0,4,1,9,4,4,230.0,266,188,76.6,30.15,7,1
31320060,71,1,1,0,1,1,7,3,4,60.0,90,77,19.2,8.83,2,0
31320097,66,1,1,0,2,1,4,3,3,54.0,117,71,19.2,7.91,2,0
31320098,66,1,1,0,2,1,9,3,3,311.0,306,255,126.2,41.94,6,0
31320316,49,1,2,1,4,1,1,4,3,5.0,21,7,6.4,0.92,0,1
31320335,40,1,1,1,4,1,1,3,3,28.0,63,35,9.6,4.07,2,1
31320455,61,1,1,0,1,1,1,4,3,23.0,94,32,9.6,3.42,2,1
31320656,42,1,2,0,4,1,1,6,6,54.0,95,70,19.2,7.97,4,0
31320685,43,1,2,2,2,1,1,4,3,20.0,52,34,9.6,3.27,1,1
31320757,69,1,1,0,3,1,11,4,4,144.0,156,124,60.4,18.87,4,0
31320758,46,1,1,0,3,3,4,3,3,38.0,108,56,27.6,5.82,2,0
31320760,58,1,2,0,3,1,4,6,6,1.2,15,3,3.8,0.32,0,1
31320760,58,1,2,0,3,1,10,6,6,8.5,86,16,7.6,1.56,2,1
31320887,43,1,1,0,3,1,8,4,3,1.3,20,2,0.0,0.33,0,1
31320887,43,1,1,0,3,1,8,4,3,87.2,238,96,46.2,11.71,8,1
31320888,39,2,1,0,3,1,11,4,7,37.0,144,61,19.2,6.22,5,1
31321173,42,2,1,0,5,1,1,3,3,60.0,136,80,15.2,9.03,6,0
31321431,29,2,0,0,1,2,11,1,3,19.0,48,28,10.4,2.79,1,1
31321476,77,1,1,0,3,1,4,4,4,0.8,18,1,3.8,0.27,0,2
31321476,77,1,1,0,3,1,11,4,4,1.1,20,2,3.8,0.33,0,1
31321487,34,2,0,0,2,3,1,2,3,40.0,116,75,19.2,6.71,3,0
31321488,63,2,0,0,4,3,11,2,6,18.0,73,27,11.6,2.68,2,0
31321488,63,2,0,0,4,3,7,2,6,13.0,50,19,14.2,1.88,1,0
31321589,34,1,1,0,2,1,1,3,4,1.2,20,0,0.0,0.29,0,2
31321590,34,1,1,0,2,1,11,3,4,0.2,2,0,0.0,0.1,0,1
31321590,34,1,1,0,2,1,5,3,4,0.2,2,0,0.0,0.1,0,1
31321592,56,1,1,0,4,2,1,5,7,321.0,319,256,122.4,42.86,8,0
32710154,40,2,1,1,6,1,4,4,3,7.0,60,10,6.8,1.15,0,1
32710159,51,1,2,0,2,1,1,5,3,111.0,28,74,45.8,1.22,0,1
32710161,51,2,2,0,2,1,1,3,3,6.0,71,12,8.0,1.05,0,1
39010095,24,2,3,1,1,1,4,4,3,35.0,117,51,19.0,5.69,1,1
39010096,24,2,3,1,1,1,1,4,3,14.0,34,26,8.0,2.64,0,1
39010115,57,1,2,1,0,1,1,4,3,6.5,19,10,3.0,1.09,0,1
39010116,51,2,2,1,0,1,1,4,2,6.5,19,10,3.0,1.09,0,1
39020001,30,1,2,0,0,1,7,6,3,24.0,93,38,11.8,4.0,1,1
39020001,30,1,2,0,0,1,10,6,3,49.0,178,64,24.8,7.48,2,1
39020134,56,1,0,0,4,3,2,6,7,215.0,153,151,50.2,27.54,2,0
39020209,45,1,2,1,2,1,1,6,3,20.0,87,30,10.2,3.38,1,1
39110096,54,1,1,1,2,1,1,4,3,13.0,37,15,7.4,1.85,1,0
39110220,63,2,2,0,0,1,4,3,2,5.5,21,7,3.4,0.79,0,1
39110257,47,1,1,0,4,2,1,4,3,12.0,40,14,7.4,1.78,1,0
39110281,39,1,1,0,1,1,10,3,3,75.0,140,100,41.0,9.74,2,0
39110409,66,1,2,0,2,1,4,3,5,6.0,43,8,3.4,0.99,1,1
39110423,77,1,1,0,1,1,11,2,6,12.0,37,13,7.4,1.71,1,1
39110438,57,1,2,2,4,1,1,6,8,82.0,141,85,31.0,10.07,1,0
39110449,19,2,2,2,4,3,7,5,2,64.0,72,63,22.2,8.17,0,0
39110450,43,2,2,2,4,2,1,5,3,3.5,16,6,4.0,0.64,0,0
39110459,58,2,2,0,5,1,3,6,3,41.0,190,43,75.4,5.02,3,0
39110459,58,2,2,0,5,1,3,6,3,212.0,133,147,59.6,27.16,2,0
39110459,58,2,2,0,5,1,1,6,3,13.0,81,15,4.0,1.89,0,1
39110459,58,2,2,0,5,1,1,6,3,8.0,44,10,3.4,1.16,0,1
39110471,51,1,2,2,4,1,1,5,3,12.0,39,14,7.4,1.82,1,0
39110605,47,2,2,2,3,2,7,4,2,425.5,252,309,110.4,55.36,3,0
39110675,41,1,1,0,5,1,4,4,4,0.7,17,1,3.0,0.16,0,1
39110675,41,1,1,0,5,1,9,4,4,14.0,28,15,7.6,1.73,0,1
39110781,47,1,1,1,1,1,1,4,3,12.0,65,15,7.4,1.85,1,1
39110815,56,1,1,1,4,1,1,4,8,24.0,101,28,14.4,3.45,2,0
39110816,24,2,1,1,3,2,4,4,5,428.5,228,299,108.8,54.84,3,0
39110969,38,2,1,1,4,1,3,3,3,6.5,22,9,4.0,0.96,0,0
39110970,38,2,1,1,4,1,7,3,3,15.5,53,21,8.0,2.35,0,0
39110987,48,1,1,0,1,1,1,3,3,11.0,84,14,7.0,1.71,2,1
39110987,48,1,1,0,1,1,1,3,3,11.0,80,14,6.4,1.71,2,1
39110995,58,1,1,1,6,2,1,6,6,12.0,35,14,7.4,1.78,1,0
39111246,74,2,0,0,0,3,4,1,3,17.5,50,22,7.4,2.52,0,0
39111287,40,2,1,0,1,1,4,2,3,39.5,176,51,20.0,6.92,2,1
39111355,45,1,1,1,4,1,1,4,7,24.0,107,28,14.4,3.51,2,1
39111355,45,1,1,1,4,1,11,4,7,0.56,4,2,0.0,0.09,0,1
39111356,40,2,1,1,4,2,9,4,3,14.0,140,14,8.2,1.6,2,1
39111360,38,1,1,0,3,3,1,5,6,8.0,36,18,8.0,1.95,0,0
39111360,38,1,1,0,3,3,1,5,6,8.0,56,18,4.0,1.95,0,0
39120013,55,2,2,1,2,2,1,4,6,416.0,240,284,116.0,52.91,4,0
39120015,32,2,2,1,4,1,1,5,6,27.0,110,31,15.4,3.85,2,1
39120016,40,1,2,1,4,1,1,5,3,17.5,67,23,8.0,2.54,0,1
39120150,53,2,2,0,1,2,4,3,3,9.0,37,12,4.0,1.29,0,0
39120150,53,2,2,0,1,2,7,3,3,11.0,60,12,8.0,1.58,2,0
39120197,17,1,2,4,5,3,4,4,2,8.5,27,11,4.0,1.22,0,0
39120198,19,1,2,4,5,2,11,4,2,493.5,477,482,230.0,66.79,3,0
39120245,44,1,1,0,6,1,1,5,8,28.0,98,32,16.0,4.03,2,0
39120246,36,2,1,0,6,1,9,5,3,23.5,99,35,7.4,3.71,0,1
39120250,76,1,1,0,0,1,4,4,6,10.6,107,14,11.4,1.55,2,1
39120372,34,2,1,0,2,2,1,5,3,12.0,51,17,8.0,1.85,0,0
39120424,46,2,1,2,2,2,4,4,3,16.0,52,20,8.0,2.26,0,0
39120435,88,1,0,0,0,3,6,2,3,1.8,14,3,3.0,0.33,0,0
39120436,88,1,0,0,0,3,7,2,3,17.0,67,22,8.0,2.45,0,0
39120457,56,2,2,0,3,1,4,5,4,438.5,269,328,112.8,58.39,2,0
39120458,58,1,2,0,2,1,1,6,8,24.0,120,29,12.0,3.65,3,1
39120497,63,2,1,0,4,1,11,4,4,163.0,144,132,48.0,21.41,2,0
39120509,52,1,2,1,2,1,1,6,7,30.0,120,36,15.4,5.16,2,1
39120519,45,1,1,0,3,1,1,4,3,13.0,66,14,8.0,1.85,1,0
39120519,45,1,1,0,3,1,8,4,3,8.0,24,10,4.0,1.13,0,1
39120559,41,1,1,0,1,1,1,4,3,8.0,30,10,4.0,1.12,0,0
39120999,40,2,1,1,5,1,1,5,3,19.0,86,24,7.0,2.65,0,1
42270007,56,2,1,0,0,1,1,3,3,63.0,108,80,14.8,9.39,2,0
42270059,35,2,1,0,1,1,1,4,6,0.6,12,2,0.0,0.26,0,2
42270059,35,2,1,0,1,1,1,4,6,0.6,12,2,0.0,1.42,0,2
42270059,35,2,1,0,1,1,11,4,6,10.0,82,16,9.6,1.95,3,1
42270059,35,2,1,0,1,1,10,4,6,10.0,75,18,5.4,1.92,1,1
42270121,63,1,1,0,3,1,4,4,3,28.0,64,34,7.4,4.11,2,0
42270136,55,2,1,0,2,1,1,3,3,37.5,136,59,13.8,6.03,5,1
42270163,38,1,1,0,0,1,1,4,4,38.0,124,62,10.6,6.22,4,1
42270192,62,1,2,0,4,2,4,3,3,1.8,18,3,3.2,0.39,0,1
42270209,54,1,1,0,2,1,10,3,3,137.0,275,116,43.2,18.59,6,1
42270214,22,1,3,0,3,1,3,4,5,54.0,134,70,20.4,7.94,4,0
42270214,22,1,3,0,3,1,10,4,5,27.0,47,35,7.4,4.06,1,0
42270228,54,1,2,0,0,1,7,4,4,16.0,112,27,9.6,2.77,1,1
42270228,54,1,2,0,0,1,1,4,4,78.5,227,84,23.2,11.01,7,1
42270264,57,2,2,0,0,1,9,2,2,101.0,219,139,29.6,15.09,6,0
42270323,44,1,2,0,4,1,1,5,6,30.0,161,55,14.2,5.85,4,1
42270323,44,1,2,0,4,1,1,5,6,37.5,160,66,20.8,6.92,3,1
42270350,41,2,1,1,2,1,1,4,3,12.0,79,22,4.4,2.29,1,1
42270350,41,2,1,1,2,1,1,4,3,12.0,76,22,5.4,2.29,1,1
42270540,50,1,1,0,3,1,1,3,3,2.0,24,2,0.0,0.49,0,1
42270610,50,1,0,1,0,2,10,1,3,2.3,21,4,6.4,0.49,0,2
42270631,56,1,1,3,6,2,1,5,6,2.8,31,6,4.4,0.6,0,2
42270631,56,1,1,3,6,2,1,5,6,11.4,55,18,8.6,2.01,1,1
42270747,42,2,1,0,1,1,1,4,4,67.0,214,134,33.2,11.22,5,0
42270851,33,2,1,2,3,1,7,6,6,12.8,91,21,6.4,2.29,1,1
42270878,38,1,1,0,1,1,1,1,2,24.0,54,30,5.1,3.37,2,1
42270907,34,1,2,0,5,1,7,5,4,52.0,211,72,36.6,7.77,4,1
42270907,34,1,2,0,5,1,1,5,4,1.6,16,3,0.0,0.32,0,1
42270908,32,2,2,0,5,1,7,5,3,1.2,10,2,0.0,0.29,0,1
42270974,44,1,1,0,4,1,1,4,3,54.0,130,70,25.0,8.37,6,0
42270995,36,1,1,1,3,1,10,3,6,0.6,2,0,0.0,0.17,0,2
42270996,39,2,1,1,3,1,1,4,3,53.0,113,69,14.8,7.98,4,0
42271015,43,2,1,0,3,1,1,3,6,40.0,172,60,24.5,6.1,4,0
42271065,53,2,1,0,1,1,1,3,4,28.0,58,40,12.5,4.44,2,1
42271065,53,2,1,0,1,1,2,3,4,1.7,14,3,3.2,0.33,0,1
42271066,53,2,1,0,1,1,1,3,4,28.0,53,40,5.1,4.44,2,1
42271067,42,2,1,0,2,1,1,2,3,14.0,98,22,5.4,2.52,0,1
42271092,43,2,2,4,2,1,1,5,3,53.0,96,72,14.8,8.13,2,0
42271140,25,2,1,0,1,1,10,3,3,61.9,111,98,28.2,9.46,1,0
42271144,61,2,0,0,0,3,4,2,4,11.0,54,18,6.4,1.89,2,0
42271145,56,2,1,0,2,1,7,3,4,101.0,257,115,53.4,14.75,8,0
42271162,68,2,0,0,0,2,4,1,2,35.0,108,52,20.8,5.36,4,0
42271192,41,1,1,0,6,1,1,4,3,53.0,162,66,25.0,7.81,4,0
42271243,44,1,2,1,4,1,1,5,6,74.0,194,77,20.0,10.23,5,0
42271271,62,1,1,1,2,1,1,5,3,0.8,10,0,0.0,0.11,0,2
42271271,62,1,1,1,2,1,1,5,3,0.8,10,0,0.0,0.11,0,2
42271271,62,1,1,1,2,1,9,5,3,1.6,16,16,0.0,0.0,0,1
42271272,62,2,1,1,2,1,4,5,3,2.5,13,4,3.2,0.5,0,1
42271337,68,1,1,0,1,1,10,2,3,207.0,254,167,70.0,27.87,6,0
42271395,42,1,1,0,5,1,5,5,4,0.9,9,2,0.0,0.23,0,1
