ID,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27
19650663,4,2,2,5,2,5,3,1,2,5,4,1,5,5,4,5,5,2,2,2,4,5,5,2,4,4,4
19650699,5,3,4,1,1,5,5,6,6,6,6,1,5,4,3,5,6,6,6,6,5,1,6,1,2,6,6
19650700,5,3,4,1,1,5,5,6,6,6,6,1,5,4,3,5,6,6,6,6,5,1,6,1,2,6,6
19730033,4,3,3,5,6,5,4,1,4,2,4,2,5,3,5,4,4,2,3,4,4,2,5,3,2,5,5
19730034,4,3,3,5,6,5,4,1,4,2,4,2,5,3,5,4,4,2,4,4,4,2,5,3,2,5,5
19730078,3,6,6,4,6,5,5,1,4,1,4,1,5,2,6,2,1,1,5,5,3,1,6,5,2,5,5
19730085,4,3,1,5,3,5,2,4,3,6,4,3,4,5,3,4,3,3,4,4,3,3,4,2,4,1,3
19730092,5,5,4,4,6,5,2,1,5,6,2,1,5,5,2,2,5,5,4,2,1,4,4,1,4,2,2
19730119,5,2,5,2,5,2,5,4,2,6,5,1,5,4,2,4,5,5,2,2,5,4,5,2,2,5,5
19730126,5,3,5,4,1,5,3,1,3,4,4,1,5,2,5,3,1,2,5,5,2,3,5,5,2,5,4
20860315,4,6,4,4,5,3,4,2,5,1,2,1,5,3,-1,-1,5,2,4,2,4,4,5,5,1,3,4
28000144,6,6,6,3,4,5,5,2,5,6,2,1,4,4,3,3,2,3,4,2,4,2,4,3,1,1,4
28000244,2,5,2,3,3,5,5,3,3,4,5,1,5,3,4,5,4,4,4,5,5,2,5,5,1,5,3
28000306,4,4,5,4,2,5,5,5,3,1,2,1,5,2,4,4,5,2,4,5,4,4,5,5,2,5,3
28000341,5,5,5,5,4,2,4,2,4,4,2,1,4,2,4,4,2,4,5,3,3,2,5,5,2,2,4
28000344,4,3,2,5,3,3,5,2,5,2,2,2,2,2,4,3,2,3,4,6,6,2,4,4,2,4,3
28000352,5,6,3,4,3,4,4,3,3,3,4,2,4,4,3,4,4,2,4,3,-1,3,2,2,3,-1,4
28000363,5,3,5,1,4,1,4,1,4,1,4,5,5,4,1,4,3,4,4,4,5,1,5,4,4,5,5
28000366,4,2,4,5,2,2,4,2,4,6,4,1,2,2,4,4,6,3,2,1,2,2,5,1,4,3,3
28000367,4,3,5,6,4,6,6,6,4,6,1,6,6,6,6,6,6,2,3,3,6,4,4,4,3,2,2
28000414,5,3,5,6,1,4,4,2,5,1,2,1,1,1,6,1,1,3,5,2,5,1,5,5,1,4,5
28000449,4,2,4,5,3,2,4,4,4,3,2,3,5,3,5,3,4,6,1,1,4,4,3,1,4,1,4
28000450,3,3,2,5,2,5,4,4,1,6,4,1,5,5,4,5,5,5,2,3,4,5,4,1,4,2,6
28000460,2,4,4,4,2,3,4,1,5,6,5,1,2,1,5,2,2,1,5,5,4,1,5,2,1,1,2
28000532,2,3,3,4,2,2,4,1,3,6,2,1,5,2,3,4,2,2,4,5,5,1,5,5,2,4,4
28000646,3,4,2,4,2,5,5,1,4,3,4,2,4,3,4,4,3,3,4,4,2,3,4,4,2,2,2
28000700,4,2,4,5,4,2,2,1,5,2,2,1,4,3,4,3,2,2,4,4,5,3,5,2,1,4,2
28000701,4,6,6,6,6,4,5,2,5,1,2,2,4,3,4,3,2,4,4,4,2,2,4,4,1,3,1
28240008,6,6,6,3,2,5,4,6,4,6,4,2,5,4,3,2,3,3,4,6,2,2,4,2,6,2,4
28240009,6,6,6,4,2,4,4,3,3,6,5,1,4,4,4,4,3,4,2,6,4,5,6,2,1,6,2
28240046,6,6,3,5,1,5,1,1,6,6,6,1,5,5,2,5,5,1,5,6,5,5,6,1,1,4,6
28240110,4,3,2,5,5,5,3,1,5,5,5,1,3,2,1,5,5,1,5,1,1,1,5,2,2,1,2
28240111,4,3,2,5,5,5,3,1,5,5,5,1,3,2,1,5,5,1,5,1,1,1,5,2,2,1,2
28240134,4,2,4,1,2,5,4,1,4,3,4,1,3,3,3,2,1,2,4,4,5,2,4,5,2,4,3
28240137,4,-1,-1,4,-1,-1,-1,4,-1,-1,4,2,4,4,-1,4,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2
28240158,2,2,2,5,2,5,2,1,1,1,5,1,5,2,4,4,2,1,5,4,4,4,4,4,2,4,1
28240159,2,2,2,5,2,5,2,1,1,1,5,1,5,2,4,4,2,1,5,4,4,4,4,4,2,4,1
28240179,5,5,4,5,4,2,5,3,5,6,4,4,5,2,5,2,2,2,4,5,5,3,5,2,2,4,3
28240201,6,6,4,4,5,6,6,1,4,6,5,1,4,4,5,2,4,4,2,5,4,4,6,2,1,4,4
28240202,3,5,4,5,1,1,3,3,4,5,4,2,4,2,4,4,3,4,4,4,3,2,4,1,5,1,3
28240264,4,4,5,5,1,5,5,1,5,6,1,1,6,6,6,1,6,2,5,6,2,1,5,5,2,5,3
28240270,2,5,1,5,3,5,4,2,3,6,4,1,5,4,5,4,4,2,4,5,4,3,5,4,1,5,5
28240302,1,2,4,3,1,5,4,2,4,3,5,1,5,4,1,3,3,1,5,1,4,3,4,3,6,4,3
28240303,1,2,3,5,2,2,4,4,2,4,4,2,4,4,4,4,4,4,2,3,5,4,5,6,4,2,2
28240317,4,2,4,5,4,5,4,2,3,2,2,2,5,4,4,2,2,2,4,6,4,2,4,2,4,4,4
28240354,5,2,2,4,2,2,5,1,5,1,5,2,5,4,4,5,5,4,2,1,3,4,5,1,1,1,3
28240376,6,6,6,5,4,2,4,3,5,3,4,1,4,4,4,2,4,4,4,2,4,2,4,4,2,4,4
28240378,4,4,3,3,3,4,4,2,4,6,4,3,4,2,3,2,3,2,4,3,4,3,4,2,2,3,3
28240382,3,3,1,4,1,4,5,1,5,1,4,1,4,3,4,3,2,4,4,2,4,4,4,3,4,1,1
28240476,6,6,6,4,6,3,5,3,3,6,4,3,5,4,3,4,3,6,6,6,6,2,6,6,1,6,6
28240485,3,1,3,3,3,3,3,1,1,6,3,1,5,5,6,3,3,3,5,6,5,1,5,3,1,3,5
28240515,5,1,1,3,5,5,5,1,5,5,5,1,5,1,1,1,5,1,5,5,5,1,5,5,1,4,5
28240517,4,4,2,4,1,5,5,3,4,4,4,1,4,3,4,3,4,1,4,4,4,4,4,1,4,1,4
28240523,4,1,3,5,1,4,4,1,5,2,4,1,4,2,3,4,3,3,4,3,3,2,2,3,4,2,3
28240632,5,4,2,5,3,2,2,1,4,5,5,1,5,2,5,2,5,2,5,4,4,2,4,5,1,4,4
28240692,4,6,2,4,2,2,4,2,2,2,4,2,4,4,2,4,2,4,6,6,2,-1,6,2,4,6,6
28240755,4,2,3,3,2,4,4,2,3,3,3,2,4,2,4,4,4,2,3,2,4,2,4,2,2,3,3
28240756,5,2,2,5,2,2,2,2,4,4,4,1,4,3,4,4,3,3,3,4,4,4,4,2,4,4,3
28240762,5,1,3,4,1,1,5,5,3,6,6,1,5,4,3,5,6,6,6,6,5,3,4,1,2,1,5
28240797,6,2,4,5,2,5,5,2,4,4,4,2,4,2,4,3,3,4,4,4,3,2,4,3,4,2,2
28240798,6,2,4,5,2,5,5,2,4,4,4,2,4,2,4,3,3,4,4,4,3,2,4,3,4,2,2
28240830,4,3,3,5,3,5,4,5,3,6,5,1,5,4,3,5,6,4,3,6,4,5,4,1,6,6,3
28240945,4,2,3,6,2,4,4,6,6,6,5,4,4,4,4,6,4,4,3,4,3,4,5,6,3,4,4
28240955,6,6,5,4,3,5,5,3,2,6,4,1,5,5,3,5,5,5,1,1,4,5,6,1,1,1,1
28240965,5,4,4,2,1,2,5,1,5,4,5,1,5,5,4,2,1,2,5,5,4,2,2,4,2,4,5
28240969,5,3,1,5,3,5,5,1,3,5,4,1,5,5,5,5,5,5,2,3,2,2,5,1,3,4,3
28240970,5,3,3,5,2,2,5,4,4,5,4,2,5,5,2,4,4,4,4,4,4,4,4,6,6,3,2
28240993,4,2,5,2,3,5,4,2,4,5,5,3,4,4,2,3,2,4,2,1,4,2,4,1,4,4,2
28240997,5,2,3,4,1,4,4,2,4,1,3,2,3,1,2,1,2,1,4,4,3,2,3,2,4,4,2
28241047,5,4,2,5,5,5,5,5,3,5,5,4,4,3,5,5,5,5,3,5,4,5,1,5,1,2,4
28241048,5,5,5,4,4,5,5,1,5,5,5,1,5,3,4,4,3,4,3,4,2,3,1,5,1,5,5
28241131,4,2,1,4,6,4,4,1,3,6,4,1,4,2,4,4,4,6,2,3,2,2,4,1,6,4,4
28241132,6,6,2,4,6,2,4,1,3,6,4,1,5,4,4,4,4,2,2,1,4,5,2,1,6,1,4
28241228,3,3,3,3,3,4,4,2,5,3,3,2,4,4,5,2,3,2,4,4,4,4,5,2,2,4,4
28241229,3,3,3,3,4,2,4,2,3,3,3,2,4,4,4,2,3,2,4,4,4,4,4,2,2,5,4
28241260,3,5,2,4,1,5,4,1,3,6,2,6,6,6,6,3,6,2,5,4,4,2,5,5,4,2,2
28241261,6,6,3,4,3,3,6,3,4,6,5,1,3,2,4,3,4,6,4,4,3,2,4,3,1,1,4
28241263,5,4,3,6,6,5,5,1,5,6,1,6,6,6,6,3,6,2,5,5,4,3,5,5,3,4,3
28420015,6,6,6,6,6,3,6,3,3,6,3,2,4,4,3,4,4,4,6,6,4,6,6,3,6,6,6
28420050,4,3,3,3,4,5,2,2,4,6,4,1,4,1,3,3,3,5,2,3,3,4,-1,2,1,4,4
28420051,1,2,3,2,3,1,2,3,2,2,5,1,4,4,4,4,4,4,5,2,3,1,4,4,1,4,4
28420052,5,1,1,4,4,2,5,1,3,4,2,3,5,4,3,2,3,1,5,4,3,1,5,2,5,1,3
28420056,4,4,3,5,2,4,5,3,4,5,5,1,4,3,4,3,4,4,3,3,2,2,4,3,2,4,3
28420152,4,3,3,4,4,3,4,2,4,4,4,2,4,3,3,4,4,4,4,3,4,4,4,2,3,2,4
28420153,3,3,2,3,3,2,4,3,4,4,4,2,4,3,4,3,4,4,4,3,4,3,4,2,2,2,4
28420168,4,2,4,4,4,5,5,1,3,2,2,1,5,4,3,1,2,2,5,4,2,4,5,2,6,4,3
28420278,4,-1,4,5,6,4,-1,3,4,3,3,2,4,2,4,3,3,3,3,6,3,4,4,2,3,4,2
28420282,4,2,2,4,2,4,4,2,2,6,4,2,5,5,5,4,4,2,2,1,4,2,1,2,4,2,2
28420388,4,4,4,4,2,4,4,2,4,4,4,2,4,2,4,4,4,2,4,4,2,2,4,4,2,4,4
28630053,1,5,2,6,3,5,4,1,5,2,2,1,4,3,3,2,2,3,4,6,6,1,5,3,2,3,4
28630054,6,3,2,6,4,5,4,1,5,4,3,1,4,3,4,1,5,4,4,3,4,3,4,4,2,2,3
28630101,5,6,6,6,5,2,5,6,5,6,5,1,5,5,5,5,5,1,5,6,4,6,6,6,1,4,4
28630155,4,4,2,4,4,4,4,2,4,6,2,2,4,4,4,4,2,4,4,1,3,2,4,3,2,2,2
28640075,5,-1,3,4,2,1,4,4,2,4,5,2,5,4,4,4,5,2,4,4,4,2,5,2,2,4,2
28640112,6,4,4,2,4,5,2,1,5,6,5,1,5,1,3,1,5,2,5,3,2,2,4,4,6,3,3
28640121,6,3,5,6,6,5,5,1,5,5,5,1,4,4,4,4,5,4,4,3,4,2,2,1,3,3,4
28640122,6,3,5,6,6,5,5,1,5,5,5,1,4,4,4,4,5,4,4,3,4,2,2,1,3,3,4
28640182,6,6,6,5,6,6,6,6,6,4,4,2,4,4,4,4,4,4,2,5,4,2,4,2,2,5,4
30330009,4,2,2,5,2,5,2,1,5,1,1,1,5,2,5,3,1,2,4,2,2,5,5,4,2,1,2
30330035,4,1,5,6,3,5,2,1,4,1,4,1,4,1,5,2,2,1,5,5,2,1,5,5,1,4,1
30330069,4,1,4,4,5,5,5,1,3,2,4,1,5,3,5,1,4,1,5,4,1,3,5,4,1,4,1
30330149,3,6,6,4,3,6,4,2,4,6,5,3,5,2,5,3,3,2,4,4,3,3,4,3,2,4,3
30330170,3,2,3,5,5,5,2,1,5,3,2,1,5,4,5,3,2,1,5,4,3,1,5,5,1,1,1
30330171,4,2,3,5,5,1,3,3,5,6,2,1,2,1,5,3,1,1,4,4,3,3,4,4,1,3,4
30330172,4,2,3,5,5,1,3,2,5,6,2,4,3,1,5,3,2,1,4,4,3,2,4,4,3,3,4
30330179,6,6,6,5,4,3,3,3,4,6,4,4,5,2,3,3,6,3,4,4,4,2,4,4,1,4,4
30330216,4,3,3,5,2,2,3,3,3,6,3,2,4,2,3,5,3,3,2,2,3,1,5,3,1,1,2
30330231,6,3,4,5,5,5,5,5,4,6,4,4,-1,4,5,3,3,5,4,3,6,6,5,4,6,4,6
30330237,4,1,3,3,1,1,4,1,4,6,3,2,4,3,4,2,4,2,4,4,2,4,4,2,2,2,2
30330238,3,3,4,3,2,2,4,1,4,3,4,3,4,3,4,3,3,4,4,3,4,4,4,4,2,3,3
30330301,6,6,3,4,3,3,4,4,2,6,3,2,4,3,4,4,6,2,4,4,3,2,5,3,1,2,2
30330302,6,6,3,4,3,3,4,4,2,6,3,2,4,3,4,4,6,2,4,4,3,2,5,3,1,2,2
30330327,4,2,3,5,3,2,4,3,6,1,3,1,5,2,5,2,4,3,4,3,2,4,4,5,1,2,3
30330353,2,2,4,5,2,5,2,2,5,2,5,1,3,1,5,4,2,5,4,2,4,1,5,4,2,2,1
30330355,4,6,1,5,4,2,5,2,2,4,4,5,5,3,5,4,2,1,2,6,6,1,5,5,2,1,1
30330364,4,3,4,-1,4,4,4,3,3,3,4,3,3,3,3,3,3,5,3,-1,3,3,6,2,3,4,3
30330369,5,5,4,6,4,2,3,2,4,2,3,1,4,2,4,3,3,2,3,3,2,2,4,4,2,2,2
30330370,4,2,4,3,4,4,4,2,4,2,4,2,4,4,4,2,2,2,4,3,6,3,4,2,2,3,3
30330373,4,3,4,5,5,1,2,1,5,6,2,1,5,2,5,3,5,5,5,3,2,1,5,5,1,4,5
30330409,5,2,4,4,4,4,4,2,4,6,2,1,6,3,4,2,3,4,4,4,4,4,4,4,2,2,2
30330485,3,2,6,5,5,4,4,2,4,3,4,2,4,3,5,3,6,2,3,4,3,4,4,3,2,2,6
30330486,4,4,1,1,4,5,3,1,5,5,5,1,5,1,5,5,5,1,5,1,1,5,5,5,1,1,5
30330513,3,4,4,5,4,4,2,1,4,6,3,1,4,1,5,1,2,1,5,5,2,3,4,5,1,1,1
30330535,2,4,5,5,1,3,3,3,4,3,2,1,5,3,4,4,4,2,3,4,3,3,4,3,2,1,1
30330536,2,4,5,5,1,3,3,3,4,3,2,1,5,3,4,4,4,2,3,4,3,3,4,3,2,1,1
30330558,4,6,4,4,4,1,4,3,3,6,3,3,4,2,4,2,2,2,4,5,4,3,4,4,1,2,1
30330565,5,4,4,5,5,2,4,1,5,1,1,1,1,2,3,3,2,1,5,5,3,2,5,5,1,4,3
30330569,2,2,3,5,3,2,4,2,5,2,4,2,5,2,4,2,3,2,4,4,4,2,4,5,3,4,4
30330624,5,1,3,-1,5,3,5,1,5,1,1,1,1,1,5,1,1,1,5,5,3,1,5,5,1,5,3
30330629,3,3,3,4,4,4,4,4,4,3,5,1,5,4,4,3,5,2,4,4,2,2,3,4,2,3,3
30330631,6,6,4,5,4,6,3,5,4,6,4,2,4,2,5,6,2,4,4,2,4,2,6,2,6,6,6
30330632,6,6,4,5,4,6,3,5,4,6,4,2,4,2,5,6,2,4,4,2,4,2,5,2,6,6,6
30330639,5,2,5,5,5,5,6,2,4,6,5,1,5,4,4,3,4,1,5,2,1,3,4,2,1,1,2
30330653,4,4,2,4,3,3,3,2,3,5,3,1,4,2,3,1,3,2,5,4,2,3,5,4,1,4,4
30330674,4,2,4,3,1,5,5,3,3,6,4,3,5,4,5,4,4,3,4,3,4,2,5,3,2,1,1
30330675,5,4,3,3,3,5,5,2,5,6,5,1,6,1,6,2,5,2,5,5,2,5,2,5,2,5,3
30330693,3,2,2,5,2,1,5,4,3,6,4,2,5,4,5,4,4,1,4,1,3,1,4,3,1,1,2
30330717,5,2,3,5,1,4,5,3,1,6,5,3,5,3,5,5,6,6,6,6,6,1,6,1,1,1,1
30330725,5,1,3,3,1,5,5,1,5,6,5,3,5,2,5,5,6,4,3,1,2,3,5,1,1,1,1
30330751,4,2,3,5,3,4,4,3,4,3,4,2,4,2,4,4,4,3,4,4,4,2,4,4,1,3,4
30330770,3,4,3,5,5,2,5,2,4,6,2,1,4,2,5,5,3,5,4,4,3,2,5,5,3,2,6
30330778,6,6,3,4,5,3,4,3,5,6,3,1,3,2,4,3,3,2,5,3,2,2,5,5,1,4,3
30330795,4,2,3,5,6,5,5,4,2,6,5,2,5,5,3,5,5,5,6,3,2,1,5,1,1,1,1
30330798,5,1,4,3,4,1,4,1,5,6,2,1,1,1,3,1,1,1,5,4,4,1,5,5,1,5,5
30330821,3,3,2,4,1,2,4,1,4,2,2,1,1,1,6,1,2,3,4,5,3,2,4,4,3,2,3
30330833,5,4,4,5,5,1,5,2,4,2,2,1,4,2,5,2,4,2,4,2,2,4,2,4,2,3,2
30330851,3,3,1,5,4,2,3,1,5,2,2,1,5,2,5,3,3,2,4,3,2,2,5,4,2,1,4
30330852,5,3,5,4,2,2,4,2,4,3,3,1,4,3,4,3,2,3,4,4,2,3,5,4,1,1,2
30330875,5,1,6,4,3,5,2,1,5,2,1,2,5,3,4,2,5,3,4,2,3,4,5,5,2,4,3
30330879,4,3,3,3,6,5,6,3,3,6,3,6,3,3,3,6,6,3,4,4,3,2,5,3,6,6,3
30330920,3,3,4,4,2,4,4,3,-1,2,3,1,2,1,4,3,2,2,4,5,2,3,1,2,1,3,5
30330951,6,6,4,4,6,6,4,3,4,2,4,1,4,3,4,4,2,4,5,4,4,2,4,4,1,1,1
30330972,3,-1,4,5,3,1,2,3,4,3,3,1,4,2,4,2,3,2,4,4,3,1,5,5,1,2,2
30330986,5,2,4,5,5,2,4,1,3,6,4,1,4,2,5,4,2,2,4,4,4,4,5,5,1,2,4
30330997,4,2,3,3,4,5,4,2,4,3,3,2,3,4,4,3,3,4,4,3,3,3,4,4,3,4,4
30331017,5,2,4,4,4,4,4,2,4,3,4,3,4,3,4,4,4,5,4,4,3,4,5,5,1,4,4
30331035,5,2,2,3,4,5,2,2,5,6,4,4,5,3,4,3,2,3,4,3,2,2,5,3,1,3,3
30332010,1,5,2,3,4,2,3,5,5,3,5,1,5,2,5,4,5,1,5,4,1,3,5,5,1,1,3
30860007,4,2,2,3,3,4,4,2,4,3,2,2,4,3,4,4,3,2,4,3,1,2,4,3,1,2,3
30860015,4,2,4,5,3,5,5,3,3,3,4,1,3,3,3,2,3,3,5,5,4,3,3,5,1,5,4
30860017,4,2,3,3,5,1,3,1,4,1,2,1,4,2,4,2,3,3,4,4,6,4,5,5,1,1,3
30860018,3,4,3,6,6,5,5,1,3,6,3,6,6,6,6,3,6,1,5,5,4,1,5,5,1,4,3
30860031,5,3,3,4,2,3,4,4,4,3,4,2,4,2,4,4,4,4,2,2,4,4,4,2,1,2,2
30860032,5,3,3,4,2,3,4,4,4,3,4,2,4,2,4,4,4,4,2,2,4,4,4,2,1,2,2
30860033,5,3,6,2,5,4,2,1,5,1,2,1,4,2,4,2,2,2,4,2,1,2,5,5,1,3,3
30860061,3,3,2,4,3,3,4,4,4,3,4,2,5,4,4,4,6,4,3,6,4,4,4,3,3,1,3
30860095,5,3,3,5,5,4,4,3,5,3,4,3,4,2,4,4,3,2,3,3,2,2,5,5,1,1,5
30860109,3,-1,3,3,4,4,4,3,3,-1,4,-1,4,4,3,4,3,4,3,-1,3,3,-1,3,-1,-1,3
30860139,5,2,5,5,4,-1,-1,4,5,1,1,1,4,2,4,2,3,2,4,-1,4,2,5,4,1,3,3
30860141,4,2,3,3,4,4,4,3,4,6,4,6,4,3,3,6,3,6,3,4,3,1,4,4,6,4,4
30860142,4,2,3,3,4,4,4,3,4,6,4,6,4,3,3,6,3,3,4,4,3,1,4,4,6,4,4
30860145,6,6,4,2,4,3,4,1,4,6,4,6,4,3,4,3,4,3,4,4,4,3,4,5,1,2,3
30860149,3,3,3,4,5,5,5,1,5,4,5,1,5,2,5,4,3,2,3,4,3,2,4,5,2,2,3
30860155,3,6,2,4,3,2,3,3,4,6,4,1,5,3,4,3,3,2,4,4,2,4,5,2,1,2,1
30860157,4,3,4,6,4,3,4,3,4,2,2,1,4,3,4,3,4,3,4,3,4,2,4,5,3,4,4
30860167,6,6,3,4,6,4,4,3,4,6,4,2,4,4,4,3,4,3,6,6,6,2,6,3,4,3,3
30860168,4,3,5,4,4,5,4,2,4,3,2,2,5,4,3,2,4,4,3,2,4,3,4,3,1,4,1
30860175,4,6,6,5,2,4,4,1,5,1,3,2,5,3,4,4,4,1,3,3,4,2,4,1,1,1,4
30860176,4,6,6,5,2,4,4,1,5,1,3,2,5,3,4,4,4,1,3,3,4,2,4,1,1,1,4
30860181,6,4,2,4,4,2,4,5,2,6,5,3,5,3,3,5,5,3,4,3,3,3,5,4,1,2,2
30860197,5,1,5,5,3,1,5,1,3,4,3,1,4,2,5,4,2,3,5,4,2,1,4,4,1,4,3
30860215,6,6,6,4,3,4,4,3,3,2,4,1,5,2,4,3,4,2,4,6,4,3,5,3,1,1,2
30860216,6,6,6,4,4,2,4,3,4,2,4,1,4,2,4,4,4,2,3,4,4,4,4,3,3,1,1
30860227,6,1,1,5,3,3,5,4,4,6,4,1,4,4,3,3,2,2,4,2,6,3,5,3,1,1,1
30860239,4,1,6,3,1,1,5,1,4,2,4,3,5,4,3,5,6,6,6,6,6,2,4,2,3,1,5
30860240,4,1,6,3,1,1,5,1,4,2,4,3,5,4,3,5,6,6,6,6,6,2,4,2,3,1,5
30860245,3,3,2,5,5,2,4,2,3,5,5,1,4,4,4,4,4,4,5,4,1,3,5,5,5,1,3
30860246,3,3,2,5,5,2,4,2,3,5,5,1,4,4,4,4,4,4,5,4,1,3,5,5,5,1,3
30860249,4,1,3,6,4,1,4,2,3,6,3,1,4,2,5,3,3,3,5,4,3,1,5,5,1,2,2
30860250,3,2,4,5,5,1,4,2,5,3,2,2,4,2,4,2,4,2,4,4,4,5,5,3,2,2,3
30860253,2,2,6,3,1,5,5,5,4,6,4,2,5,2,3,4,3,4,3,6,6,4,5,2,2,1,3
30860254,2,2,2,5,5,5,4,1,3,3,2,1,4,4,5,2,5,3,5,3,2,1,5,5,2,1,4
30860265,2,4,3,5,2,5,4,3,4,6,5,3,5,3,4,4,3,2,4,2,3,2,4,4,1,2,3
30860274,5,1,4,5,3,2,4,1,4,1,4,1,4,1,5,4,3,2,4,4,4,2,5,5,3,1,3
30860310,4,4,4,5,4,3,4,4,4,5,5,3,4,3,4,4,3,1,4,5,4,4,5,4,5,4,4
30860391,4,2,4,3,4,4,4,3,4,4,2,2,4,3,3,4,4,4,4,3,2,3,4,4,2,1,2
30860394,4,2,1,4,5,4,3,1,3,1,4,3,4,2,4,2,4,3,4,3,2,3,5,4,1,4,5
30860430,4,4,3,5,4,2,4,2,5,6,3,3,2,3,4,4,3,2,4,2,4,4,4,4,1,3,4
30860443,5,3,4,4,3,2,5,2,5,2,5,2,4,3,5,4,3,2,4,5,4,4,5,4,2,4,3
30860444,5,3,4,4,3,2,5,2,5,2,5,2,4,3,5,4,3,2,4,5,4,4,5,4,2,4,3
30860448,3,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,4,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30860449,6,6,6,3,1,5,5,4,2,6,5,6,5,4,3,5,3,4,1,1,4,3,1,1,1,1,3
30860450,6,6,6,3,1,5,5,4,2,6,5,6,5,4,3,5,3,4,1,1,4,3,1,1,1,1,3
30860491,5,-1,4,4,5,1,4,1,5,1,1,1,4,1,5,1,3,1,5,4,4,2,5,5,1,4,3
30860495,5,2,5,3,5,2,2,2,5,1,2,3,4,2,4,1,2,1,5,4,2,1,5,4,2,2,4
30860533,3,4,2,4,2,5,5,2,3,4,4,1,4,4,4,4,6,2,6,6,6,4,5,3,2,6,6
30860539,3,4,2,4,6,4,3,1,5,2,3,1,4,2,3,2,6,1,5,3,4,2,4,3,2,1,4
30860540,3,4,2,5,6,5,3,1,5,5,5,1,3,3,5,1,5,1,5,5,6,1,5,3,6,1,3
30860545,4,2,4,5,4,3,4,1,3,6,2,1,4,4,4,2,4,3,5,4,3,2,5,5,1,3,1
30860546,4,3,1,4,4,2,4,2,4,6,4,1,4,3,4,2,4,1,5,2,2,2,5,5,1,4,3
30860595,4,6,6,4,4,6,4,3,5,6,4,1,4,2,4,4,2,4,4,4,4,4,4,4,6,4,2
30860603,2,3,3,2,3,4,3,3,5,5,4,6,6,6,6,4,6,5,4,4,5,3,5,4,3,2,5
30860616,6,6,6,2,5,5,5,1,-1,6,6,1,4,3,3,1,6,1,6,6,1,1,1,1,1,6,1
30860644,6,6,4,4,4,3,5,3,4,6,4,3,4,4,4,4,4,2,4,4,4,2,2,2,3,4,4
30860650,3,3,4,5,5,3,4,4,5,3,3,2,4,2,4,3,3,2,5,3,4,3,4,4,2,4,3
30860667,3,4,3,3,3,4,3,3,3,4,4,3,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4
30860672,5,2,4,5,3,4,-1,2,4,2,3,1,5,3,5,2,4,4,2,2,2,3,3,2,1,1,3
30860708,3,3,2,5,2,1,5,1,3,4,2,1,4,3,5,1,2,1,5,4,2,1,5,4,1,1,2
30860711,4,2,2,3,3,2,2,2,4,3,4,2,4,3,4,2,2,4,4,2,2,2,4,3,2,2,2
30860712,4,2,2,3,3,2,2,2,4,3,4,2,4,3,4,2,2,4,4,2,2,2,4,3,2,2,2
30860718,3,3,3,3,5,4,3,3,4,3,3,6,4,3,3,3,3,5,4,3,3,5,4,4,3,3,3
30860723,4,3,6,4,3,3,4,3,3,6,4,3,4,3,4,4,3,2,4,3,4,2,4,3,2,3,3
30860725,5,6,6,6,4,5,5,5,4,6,5,6,6,6,6,5,6,1,5,5,6,4,5,5,2,4,4
30860726,5,6,4,6,1,5,4,2,4,6,5,6,6,6,6,4,5,4,4,5,4,4,4,5,1,4,4
30860737,6,1,3,5,4,6,4,2,2,6,2,1,4,1,4,1,1,3,3,4,2,1,5,2,1,3,2
30860762,3,2,3,3,2,6,4,3,3,6,4,3,5,5,3,3,3,3,6,6,4,1,3,3,1,1,3
30860768,5,6,3,5,5,3,3,6,3,6,6,6,4,6,4,6,6,6,5,4,3,3,5,4,1,4,4
30860803,4,1,2,5,3,5,5,1,5,6,5,1,4,4,4,1,2,4,3,2,5,2,4,4,1,1,1
30860804,3,3,3,4,3,5,5,2,5,3,4,1,4,4,4,4,3,4,3,1,4,4,1,1,1,1,1
31320005,4,2,3,4,4,3,4,2,3,2,2,2,4,4,3,4,4,2,4,4,2,2,4,4,1,4,4
31320060,4,6,4,5,5,6,4,3,4,2,3,1,5,2,4,2,2,1,5,4,1,3,5,4,1,2,2
31320097,6,6,3,5,5,3,5,2,5,1,2,3,3,3,4,2,2,1,5,4,3,2,4,4,1,5,4
31320098,6,6,4,5,5,3,5,2,5,1,2,2,3,3,4,2,2,1,5,4,3,2,4,4,1,5,4
31320316,4,2,3,3,1,4,4,3,3,6,3,3,5,4,1,4,3,3,3,6,3,2,3,1,1,1,3
31320335,4,3,5,3,4,5,5,4,1,5,5,1,5,4,3,5,5,5,1,1,3,5,4,2,3,5,5
31320455,4,3,6,4,6,4,4,4,3,3,4,6,4,4,6,4,3,3,3,3,3,2,3,6,3,3,3
31320591,4,2,3,5,4,3,4,5,2,6,4,4,5,4,4,5,4,4,2,2,4,1,4,3,4,2,2
