ID,GROUP,PURPOSE,TICKET,AGE,MALE,INCOME,CAR_TT,SM_TT,TRAIN_TT,TRAIN_HE,SM_HE,CAR_CO,SM_CO,TRAIN_CO,CHOICE
506,3,1,3,3,1,2,176,162,265,30,10,115,218,196,3
506,3,1,3,3,1,2,176,156,265,60,20,92,274,262,3
506,3,1,3,3,1,2,176,162,318,30,30,149,281,262,3
506,3,1,3,3,1,2,220,162,265,60,30,115,281,218,3
507,3,1,3,3,1,3,90,115,147,30,10,48,121,111,3
507,3,1,3,3,1,3,117,113,147,120,10,78,142,111,2
507,3,1,3,3,1,3,117,111,147,30,20,60,130,100,2
507,3,1,3,3,1,3,72,111,113,60,30,78,130,100,3
507,3,1,3,3,1,3,117,111,124,30,30,48,130,111,3
507,3,1,3,3,1,3,72,113,124,30,10,60,111,100,2
507,3,1,3,3,1,3,72,111,124,60,20,48,142,133,3
507,3,1,3,3,1,3,72,113,147,30,30,78,147,133,3
507,3,1,3,3,1,3,90,113,124,60,30,60,142,111,3
508,3,1,3,3,1,2,210,93,228,30,10,88,210,184,3
508,3,1,3,3,1,2,273,85,228,120,10,143,254,184,2
508,3,1,3,3,1,2,273,79,228,30,20,110,237,166,2
508,3,1,3,3,1,2,168,79,176,60,30,143,237,166,3
508,3,1,3,3,1,2,273,79,193,30,30,88,218,184,2
508,3,1,3,3,1,2,168,85,193,30,10,110,189,166,3
508,3,1,3,3,1,2,168,79,193,60,20,88,237,221,3
508,3,1,3,3,1,2,168,85,228,30,30,143,254,221,3
508,3,1,3,3,1,2,210,85,193,60,30,110,254,184,2
509,3,1,3,3,1,3,170,64,193,30,10,88,194,176,3
509,3,1,3,3,1,3,221,56,193,120,10,143,245,176,2
509,3,1,3,3,1,3,221,50,193,30,20,110,225,158,2
509,3,1,3,3,1,3,136,50,150,60,30,143,225,158,2
509,3,1,3,3,1,3,221,50,164,30,30,88,210,176,2
509,3,1,3,3,1,3,136,56,164,30,10,110,181,158,2
509,3,1,3,3,1,3,136,50,164,60,20,88,225,211,3
509,3,1,3,3,1,3,136,56,193,30,30,143,237,211,3
509,3,1,3,3,1,3,170,56,164,60,30,110,245,176,2
510,3,1,6,2,1,3,221,66,174,120,20,95,25,23,2
510,3,1,6,2,1,3,221,60,158,30,10,123,23,23,2
510,3,1,6,2,1,3,221,74,207,60,30,76,31,23,2
510,3,1,6,2,1,3,136,66,158,30,20,76,31,19,2
510,3,1,6,2,1,3,170,66,207,60,20,123,23,17,2
510,3,1,6,2,1,3,170,60,174,120,10,76,31,17,2
510,3,1,6,2,1,3,136,74,158,120,10,95,31,23,2
510,3,1,6,2,1,3,170,74,158,30,30,95,25,17,2
510,3,1,6,2,1,3,136,60,207,60,10,95,25,19,2
511,3,1,6,3,1,3,110,37,112,120,30,75,23,23,2
511,3,1,6,3,1,3,143,40,86,120,30,60,23,17,2
511,3,1,6,3,1,3,88,44,112,120,20,60,25,17,2
511,3,1,6,3,1,3,143,44,95,60,10,97,25,17,2
511,3,1,6,3,1,3,88,44,95,120,30,97,23,19,2
511,3,1,6,3,1,3,143,44,86,60,20,75,23,19,2
511,3,1,6,3,1,3,110,40,86,60,10,60,25,23,2
511,3,1,6,3,1,3,110,37,86,120,20,97,25,19,2
511,3,1,6,3,1,3,110,44,95,30,20,97,31,23,2
512,3,2,1,4,1,2,299,99,266,120,20,140,91,77,2
512,3,2,1,4,1,2,299,90,240,30,10,182,86,77,2
512,3,2,1,4,1,2,299,111,317,60,30,112,108,77,2
512,3,2,1,4,1,2,184,99,240,30,20,112,91,64,2
512,3,2,1,4,1,2,230,99,317,60,20,182,70,58,2
512,3,2,1,4,1,2,230,90,266,120,10,112,86,58,2
512,3,2,1,4,1,2,184,111,240,120,10,140,108,77,2
512,3,2,1,4,1,2,230,111,240,30,30,140,72,58,2
512,3,2,1,4,1,2,184,90,317,60,10,140,78,64,2
513,3,2,1,4,1,3,70,47,116,30,10,40,34,31,3
513,3,2,1,4,1,3,91,43,116,120,10,65,42,31,2
513,3,2,1,4,1,3,91,40,116,30,20,50,40,28,3
513,3,2,1,4,1,3,56,40,89,60,30,65,40,28,3
513,3,2,1,4,1,3,91,40,98,30,30,40,36,31,3
513,3,2,1,4,1,3,56,43,98,30,10,50,32,28,1
513,3,2,1,4,1,3,56,40,98,60,20,40,40,37,3
513,3,2,1,4,1,3,56,43,116,30,30,65,42,37,2
513,3,2,1,4,1,3,70,43,98,60,30,50,42,31,3
514,3,2,1,1,0,2,182,154,209,120,20,95,62,59,3
514,3,2,1,1,0,2,182,151,191,30,10,123,57,59,2
514,3,2,1,1,0,2,182,158,246,60,30,76,64,59,3
514,3,2,1,1,0,2,112,154,191,30,20,76,56,49,3
514,3,2,1,1,0,2,140,154,246,60,20,123,48,44,2
514,3,2,1,1,0,2,140,151,209,120,10,76,53,44,3
514,3,2,1,1,0,2,112,158,191,120,10,95,64,59,3
514,3,2,1,1,0,2,140,158,191,30,30,95,49,44,3
514,3,2,1,1,0,2,112,151,246,60,10,95,53,49,3
515,3,2,1,3,1,2,110,113,200,120,30,60,56,55,3
515,3,2,1,3,1,2,143,116,152,120,30,48,46,41,2
515,3,2,1,3,1,2,88,120,200,120,20,48,49,41,3
515,3,2,1,3,1,2,143,120,168,60,10,78,49,41,2
515,3,2,1,3,1,2,88,120,168,120,30,78,50,46,3
515,3,2,1,3,1,2,143,120,152,60,20,60,50,46,1
515,3,2,1,3,1,2,110,116,152,60,10,48,58,55,3
515,3,2,1,3,1,2,110,113,152,120,20,78,52,46,2
515,3,2,1,3,1,2,110,120,168,30,20,78,66,55,3
516,3,2,1,4,1,2,90,73,149,30,10,48,43,40,2
516,3,2,1,4,1,2,117,69,149,120,10,78,52,40,3
516,3,2,1,4,1,2,117,66,149,30,20,60,49,36,1
516,3,2,1,4,1,2,72,66,112,60,30,78,49,36,3
516,3,2,1,4,1,2,117,66,124,30,30,48,46,40,2
516,3,2,1,4,1,2,72,69,124,30,10,60,42,36,2
516,3,2,1,4,1,2,72,66,124,60,20,48,49,48,3
516,3,2,1,4,1,2,72,69,149,30,30,78,52,48,2
516,3,2,1,4,1,2,90,69,124,60,30,60,52,40,2
517,3,2,1,5,1,2,143,96,151,120,20,70,48,46,2
517,3,2,1,5,1,2,143,93,138,30,10,91,46,46,2
517,3,2,1,5,1,2,143,100,177,60,30,56,53,46,3
517,3,2,1,5,1,2,88,96,138,30,20,56,48,38,3
517,3,2,1,5,1,2,110,96,177,60,20,91,38,34,2
517,3,2,1,5,1,2,110,93,151,120,10,56,45,34,3
517,3,2,1,5,1,2,88,100,138,120,10,70,53,46,2
517,3,2,1,5,1,2,110,100,138,30,30,70,40,34,2
517,3,2,1,5,1,2,88,93,177,60,10,70,43,38,2
518,3,2,1,5,1,2,170,74,224,120,30,100,72,67,2
518,3,2,1,5,1,2,221,80,170,120,30,80,57,50,2
518,3,2,1,5,1,2,136,88,224,120,20,80,62,50,2
518,3,2,1,5,1,2,221,88,188,60,10,130,62,50,2
518,3,2,1,5,1,2,136,88,188,120,30,130,62,56,2
518,3,2,1,5,1,2,221,88,170,60,20,100,62,56,2
518,3,2,1,5,1,2,170,80,170,60,10,80,74,67,3
518,3,2,1,5,1,2,170,74,170,120,20,130,66,56,2
518,3,2,1,5,1,2,170,88,188,30,20,130,86,67,2
519,3,2,3,5,1,1,140,68,221,120,30,80,132,119,3
519,3,2,3,5,1,1,182,74,170,120,30,64,106,89,3
519,3,2,3,5,1,1,112,82,221,120,20,64,111,89,3
519,3,2,3,5,1,1,182,82,187,60,10,104,111,89,2
519,3,2,3,5,1,1,112,82,187,120,30,104,114,99,2
519,3,2,3,5,1,1,182,82,170,60,20,80,114,99,2
519,3,2,3,5,1,1,140,74,170,60,10,64,139,119,3
519,3,2,3,5,1,1,140,68,170,120,20,104,123,99,2
519,3,2,3,5,1,1,140,82,187,30,20,104,161,119,3
520,3,2,3,3,1,3,170,138,256,120,30,115,132,127,3
520,3,2,3,3,1,3,221,143,201,120,30,92,108,95,2
520,3,2,3,3,1,3,136,149,256,120,20,92,111,95,3
520,3,2,3,3,1,3,221,149,219,60,10,149,111,95,2
520,3,2,3,3,1,3,136,149,219,120,30,149,116,106,3
520,3,2,3,3,1,3,221,149,201,60,20,115,116,106,2
520,3,2,3,3,1,3,170,143,201,60,10,92,139,127,3
520,3,2,3,3,1,3,170,138,201,120,20,149,123,106,3
520,3,2,3,3,1,3,170,149,219,30,20,149,156,127,3
521,3,2,3,2,1,2,90,89,120,120,30,55,83,82,3
521,3,2,3,2,1,2,117,91,93,120,30,44,65,61,2
521,3,2,3,2,1,2,72,93,120,120,20,44,68,61,3
521,3,2,3,2,1,2,117,93,102,60,10,71,68,61,2
521,3,2,3,2,1,2,72,93,102,120,30,71,71,68,3
521,3,2,3,2,1,2,117,93,93,60,20,55,71,68,2
521,3,2,3,2,1,2,90,91,93,60,10,44,86,82,3
521,3,2,3,2,1,2,90,89,93,120,20,71,76,68,3
521,3,2,3,2,1,2,90,93,102,30,20,71,91,82,3
522,3,2,3,2,0,2,156,49,125,120,20,80,106,96,2
522,3,2,3,2,0,2,156,44,114,30,10,104,99,96,2
522,3,2,3,2,0,2,156,55,146,60,30,64,123,96,3
522,3,2,3,2,0,2,96,49,114,30,20,64,106,80,3
522,3,2,3,2,0,2,120,49,146,60,20,104,83,72,2
522,3,2,3,2,0,2,120,44,125,120,10,64,99,72,2
522,3,2,3,2,0,2,96,55,114,120,10,80,123,96,3
522,3,2,3,2,0,2,120,55,114,30,30,80,86,72,2
522,3,2,3,2,0,2,96,44,146,60,10,80,91,80,2
523,3,2,3,2,0,2,180,74,221,120,30,95,144,133,3
523,3,2,3,2,0,2,234,80,168,120,30,76,116,100,2
523,3,2,3,2,0,2,144,88,221,120,20,76,123,100,3
523,3,2,3,2,0,2,234,88,186,60,10,123,123,100,2
523,3,2,3,2,0,2,144,88,186,120,30,123,128,111,2
523,3,2,3,2,0,2,234,88,168,60,20,95,128,111,2
523,3,2,3,2,0,2,180,80,168,60,10,76,149,133,3
523,3,2,3,2,0,2,180,74,168,120,20,123,132,111,2
523,3,2,3,2,0,2,180,88,186,30,20,123,177,133,3
524,3,2,3,4,1,2,100,67,130,30,10,48,90,80,3
524,3,2,3,4,1,2,130,63,130,120,10,78,103,80,1
524,3,2,3,4,1,2,130,60,130,30,20,60,98,72,1
524,3,2,3,4,1,2,80,60,103,60,30,78,98,72,1
524,3,2,3,4,1,2,130,60,112,30,30,48,91,80,3
524,3,2,3,4,1,2,80,63,112,30,10,60,83,72,1
524,3,2,3,4,1,2,80,60,112,60,20,48,98,96,3
524,3,2,3,4,1,2,80,63,130,30,30,78,103,96,3
524,3,2,3,4,1,2,100,63,112,60,30,60,103,80,3
526,3,2,3,2,1,2,290,140,375,30,10,172,172,156,3
526,3,2,3,2,1,2,377,126,375,120,10,279,215,156,2
526,3,2,3,2,1,2,377,115,375,30,20,215,198,140,2
526,3,2,3,2,1,2,232,115,284,60,30,279,198,140,3
526,3,2,3,2,1,2,377,115,314,30,30,172,182,156,2
526,3,2,3,2,1,2,232,126,314,30,10,215,161,140,3
526,3,2,3,2,1,2,232,115,314,60,20,172,198,187,3
526,3,2,3,2,1,2,232,126,375,30,30,279,215,187,3
526,3,2,3,2,1,2,290,126,314,60,30,215,215,156,3
527,3,2,6,2,0,2,273,101,226,120,20,115,15,14,2
527,3,2,6,2,0,2,273,93,204,30,10,149,14,14,2
527,3,2,6,2,0,2,273,111,269,60,30,92,19,14,1
527,3,2,6,2,0,2,168,101,204,30,20,92,19,12,1
527,3,2,6,2,0,2,210,101,269,60,20,149,14,11,2
527,3,2,6,2,0,2,210,93,226,120,10,92,19,11,1
527,3,2,6,2,0,2,168,111,204,120,10,115,19,14,2
527,3,2,6,2,0,2,210,111,204,30,30,115,15,11,2
527,3,2,6,2,0,2,168,93,269,60,10,115,15,12,2
528,3,2,6,3,1,2,80,34,106,120,30,50,14,14,2
528,3,2,6,3,1,2,104,37,85,120,30,40,14,11,2
528,3,2,6,3,1,2,64,41,106,120,20,40,15,11,2
528,3,2,6,3,1,2,104,41,92,60,10,65,15,11,1
528,3,2,6,3,1,2,64,41,92,120,30,65,14,12,2
528,3,2,6,3,1,2,104,41,85,60,20,50,14,12,1
528,3,2,6,3,1,2,80,37,85,60,10,40,15,14,1
528,3,2,6,3,1,2,80,34,85,120,20,65,15,12,2
528,3,2,6,3,1,2,80,41,92,30,20,65,19,14,1
529,3,2,1,3,1,0,70,31,103,120,30,40,58,50,3
529,3,2,1,3,1,0,91,34,82,120,30,32,44,38,2
529,3,2,1,3,1,0,56,38,103,120,20,32,48,38,3
529,3,2,1,3,1,0,91,38,89,60,10,52,48,38,1
529,3,2,1,3,1,0,56,38,89,120,30,52,50,42,2
529,3,2,1,3,1,0,91,38,82,60,20,40,50,42,1
529,3,2,1,3,1,0,70,34,82,60,10,32,65,50,3
529,3,2,1,3,1,0,70,31,82,120,20,52,54,42,2
529,3,2,1,3,1,0,70,38,89,30,20,52,74,50,1
530,3,2,1,5,1,3,273,71,200,120,20,140,140,126,3
530,3,2,1,5,1,3,273,63,182,30,10,182,133,126,2
530,3,2,1,5,1,3,273,81,236,60,30,112,168,126,3
530,3,2,1,5,1,3,168,71,182,30,20,112,146,105,3
530,3,2,1,5,1,3,210,71,236,60,20,182,109,94,2
530,3,2,1,5,1,3,210,63,200,120,10,112,133,94,3
530,3,2,1,5,1,3,168,81,182,120,10,140,168,126,3
530,3,2,1,5,1,3,210,81,182,30,30,140,112,94,2
530,3,2,1,5,1,3,168,63,236,60,10,140,122,105,2
531,3,2,1,2,0,0,170,50,193,120,30,105,112,106,2
531,3,2,1,2,0,0,221,56,150,120,30,84,90,79,2
531,3,2,1,2,0,0,136,64,193,120,20,84,97,79,2
531,3,2,1,2,0,0,221,64,164,60,10,136,97,79,2
531,3,2,1,2,0,0,136,64,164,120,30,136,97,88,2
531,3,2,1,2,0,0,221,64,150,60,20,105,97,88,2
531,3,2,1,2,0,0,170,56,150,60,10,84,118,106,2
531,3,2,1,2,0,0,170,50,150,120,20,136,105,88,2
531,3,2,1,2,0,0,170,64,164,30,20,136,140,106,2
532,3,2,1,3,0,1,210,140,238,120,30,125,118,116,2
532,3,2,1,3,0,1,273,143,178,120,30,100,97,87,2
532,3,2,1,3,0,1,168,147,238,120,20,100,99,87,3
532,3,2,1,3,0,1,273,147,198,60,10,162,99,87,2
532,3,2,1,3,0,1,168,147,198,120,30,162,105,97,2
532,3,2,1,3,0,1,273,147,178,60,20,125,105,97,2
532,3,2,1,3,0,1,210,143,178,60,10,100,122,116,2
532,3,2,1,3,0,1,210,140,178,120,20,162,109,97,2
532,3,2,1,3,0,1,210,147,198,30,20,162,137,116,2
533,3,2,1,3,1,3,150,143,250,30,10,76,90,84,3
533,3,2,1,3,1,3,195,137,250,120,10,123,109,84,2
533,3,2,1,3,1,3,195,132,250,30,20,95,97,76,2
533,3,2,1,3,1,3,120,132,194,60,30,123,97,76,3
533,3,2,1,3,1,3,195,132,213,30,30,76,94,84,3
533,3,2,1,3,1,3,120,137,213,30,10,95,84,76,3
533,3,2,1,3,1,3,120,132,213,60,20,76,105,101,3
533,3,2,1,3,1,3,120,137,250,30,30,123,109,101,2
533,3,2,1,3,1,3,150,137,213,60,30,95,109,84,2
534,3,2,1,4,1,2,220,95,272,120,30,135,140,131,2
534,3,2,1,4,1,2,286,103,206,120,30,108,112,98,2
534,3,2,1,4,1,2,176,113,272,120,20,108,118,98,3
534,3,2,1,4,1,2,286,113,228,60,10,175,118,98,2
534,3,2,1,4,1,2,176,113,228,120,30,175,122,109,2
534,3,2,1,4,1,2,286,113,206,60,20,135,122,109,2
534,3,2,1,4,1,2,220,103,206,60,10,108,150,131,2
534,3,2,1,4,1,2,220,95,206,120,20,175,127,109,2
534,3,2,1,4,1,2,220,113,228,30,20,175,174,131,3
535,3,2,1,3,1,2,210,153,317,30,10,128,127,112,2
535,3,2,1,3,1,2,273,143,317,120,10,208,155,112,2
535,3,2,1,3,1,2,273,135,317,30,20,160,146,101,2
535,3,2,1,3,1,2,168,135,249,60,30,208,146,101,2
535,3,2,1,3,1,2,273,135,272,30,30,128,137,112,2
535,3,2,1,3,1,2,168,143,272,30,10,160,118,101,3
535,3,2,1,3,1,2,168,135,272,60,20,128,146,134,3
535,3,2,1,3,1,2,168,143,317,30,30,208,155,134,2
535,3,2,1,3,1,2,210,143,272,60,30,160,155,112,2
536,3,2,3,3,0,0,143,67,122,120,20,90,162,145,3
536,3,2,3,3,0,0,143,64,112,30,10,117,155,145,2
536,3,2,3,3,0,0,143,71,141,60,30,72,176,145,3
536,3,2,3,3,0,0,88,67,112,30,20,72,155,121,3
536,3,2,3,3,0,0,110,67,141,60,20,117,130,109,2
536,3,2,3,3,0,0,110,64,122,120,10,72,147,109,3
536,3,2,3,3,0,0,88,71,112,120,10,90,176,145,3
536,3,2,3,3,0,0,110,71,112,30,30,90,130,109,3
536,3,2,3,3,0,0,88,64,141,60,10,90,142,121,3
538,3,2,3,4,1,3,90,124,150,30,10,44,136,130,3
538,3,2,3,4,1,3,117,122,150,120,10,71,153,130,3
538,3,2,3,4,1,3,117,120,150,30,20,55,142,117,3
538,3,2,3,4,1,3,72,120,125,60,30,71,142,117,3
538,3,2,3,4,1,3,117,120,133,30,30,44,142,130,3
538,3,2,3,4,1,3,72,122,133,30,10,55,130,117,3
538,3,2,3,4,1,3,72,120,133,60,20,44,155,156,3
538,3,2,3,4,1,3,72,122,150,30,30,71,155,156,3
538,3,2,3,4,1,3,90,122,133,60,30,55,153,130,3
539,3,2,3,4,1,2,110,90,120,120,30,65,142,130,3
539,3,2,3,4,1,2,143,92,95,120,30,52,108,97,2
539,3,2,3,4,1,2,88,94,120,120,20,52,111,97,3
539,3,2,3,4,1,2,143,94,103,60,10,84,111,97,2
539,3,2,3,4,1,2,88,94,103,120,30,84,119,108,2
539,3,2,3,4,1,2,143,94,95,60,20,65,119,108,2
539,3,2,3,4,1,2,110,92,95,60,10,52,142,130,3
539,3,2,3,4,1,2,110,90,95,120,20,84,121,108,2
539,3,2,3,4,1,2,110,94,103,30,20,84,155,130,3
540,3,2,6,3,1,3,130,126,206,120,30,80,23,23,2
540,3,2,6,3,1,3,169,129,155,120,30,64,23,17,2
540,3,2,6,3,1,3,104,133,206,120,20,64,25,17,3
540,3,2,6,3,1,3,169,133,172,60,10,104,25,17,2
540,3,2,6,3,1,3,104,133,172,120,30,104,23,19,3
540,3,2,6,3,1,3,169,133,155,60,20,80,23,19,2
540,3,2,6,3,1,3,130,129,155,60,10,64,25,23,2
540,3,2,6,3,1,3,130,126,155,120,20,104,25,19,2
540,3,2,6,3,1,3,130,133,172,30,20,104,31,23,2
541,3,3,1,3,0,0,117,50,105,120,20,50,43,37,2
541,3,3,1,3,0,0,117,47,95,30,10,65,40,37,2
541,3,3,1,3,0,0,117,54,124,60,30,40,48,37,2
541,3,3,1,3,0,0,72,50,95,30,20,40,42,31,3
541,3,3,1,3,0,0,90,50,124,60,20,65,32,28,2
541,3,3,1,3,0,0,90,47,105,120,10,40,40,28,2
541,3,3,1,3,0,0,72,54,95,120,10,50,48,37,3
541,3,3,1,3,0,0,90,54,95,30,30,50,32,28,2
541,3,3,1,3,0,0,72,47,124,60,10,50,38,31,2
542,3,3,1,3,1,0,140,44,146,120,30,95,50,48,2
542,3,3,1,3,1,0,182,49,114,120,30,76,42,36,2
542,3,3,1,3,1,0,112,55,146,120,20,76,43,36,2
542,3,3,1,3,1,0,182,55,125,60,10,123,43,36,2
542,3,3,1,3,1,0,112,55,125,120,30,123,45,40,2
542,3,3,1,3,1,0,182,55,114,60,20,95,45,40,2
542,3,3,1,3,1,0,140,49,114,60,10,76,53,48,2
542,3,3,1,3,1,0,140,44,114,120,20,123,46,40,2
542,3,3,1,3,1,0,140,55,125,30,20,123,62,48,2
543,3,3,1,3,1,0,170,50,193,120,30,105,66,62,2
543,3,3,1,3,1,0,221,56,150,120,30,84,53,47,2
543,3,3,1,3,1,0,136,64,193,120,20,84,57,47,2
543,3,3,1,3,1,0,221,64,164,60,10,136,57,47,2
543,3,3,1,3,1,0,136,64,164,120,30,136,57,52,2
543,3,3,1,3,1,0,221,64,150,60,20,105,57,52,2
543,3,3,1,3,1,0,170,56,150,60,10,84,70,62,2
543,3,3,1,3,1,0,170,50,150,120,20,136,62,52,2
543,3,3,1,3,1,0,170,64,164,30,20,136,82,62,2
544,3,3,1,3,1,0,143,72,148,120,20,70,53,48,2
544,3,3,1,3,1,0,143,67,137,30,10,91,50,48,2
544,3,3,1,3,1,0,143,78,169,60,30,56,62,48,2
544,3,3,1,3,1,0,88,72,137,30,20,56,54,40,1
544,3,3,1,3,1,0,110,72,169,60,20,91,42,36,1
544,3,3,1,3,1,0,110,67,148,120,10,56,50,36,2
544,3,3,1,3,1,0,88,78,137,120,10,70,62,48,2
544,3,3,1,3,1,0,110,78,137,30,30,70,45,36,1
544,3,3,1,3,1,0,88,67,169,60,10,70,48,40,2
545,3,3,1,3,1,3,90,54,126,30,10,44,38,32,3
545,3,3,1,3,1,3,117,50,126,120,10,71,45,32,2
545,3,3,1,3,1,3,117,47,126,30,20,55,42,29,2
545,3,3,1,3,1,3,72,47,94,60,30,71,42,29,1
545,3,3,1,3,1,3,117,47,105,30,30,44,40,32,2
545,3,3,1,3,1,3,72,50,105,30,10,55,34,29,3
545,3,3,1,3,1,3,72,47,105,60,20,44,43,38,3
545,3,3,1,3,1,3,72,50,126,30,30,71,45,38,2
545,3,3,1,3,1,3,90,50,105,60,30,55,45,32,1
546,3,3,1,2,1,2,273,164,240,120,20,125,72,68,2
546,3,3,1,2,1,2,273,159,220,30,10,162,70,68,2
546,3,3,1,2,1,2,273,170,280,60,30,100,80,68,3
546,3,3,1,2,1,2,168,164,220,30,20,100,70,57,3
546,3,3,1,2,1,2,210,164,280,60,20,162,57,51,2
546,3,3,1,2,1,2,210,159,240,120,10,100,66,51,2
546,3,3,1,2,1,2,168,170,220,120,10,125,80,68,3
546,3,3,1,2,1,2,210,170,220,30,30,125,58,51,2
546,3,3,1,2,1,2,168,159,280,60,10,125,64,57,2
547,3,3,1,3,1,2,100,90,120,120,30,65,42,38,2
547,3,3,1,3,1,2,130,92,95,120,30,52,32,29,2
547,3,3,1,3,1,2,80,94,120,120,20,52,32,29,2
547,3,3,1,3,1,2,130,94,103,60,10,84,32,29,2
547,3,3,1,3,1,2,80,94,103,120,30,84,35,32,2
547,3,3,1,3,1,2,130,94,95,60,20,65,35,32,2
547,3,3,1,3,1,2,100,92,95,60,10,52,42,38,2
547,3,3,1,3,1,2,100,90,95,120,20,84,36,32,2
547,3,3,1,3,1,2,100,94,103,30,20,84,46,38,2
548,3,3,1,4,1,2,90,41,106,30,10,40,42,35,3
548,3,3,1,4,1,2,117,37,106,120,10,65,49,35,1
548,3,3,1,4,1,2,117,34,106,30,20,50,46,31,1
548,3,3,1,4,1,2,72,34,85,60,30,65,46,31,1
548,3,3,1,4,1,2,117,34,92,30,30,40,43,35,1
548,3,3,1,4,1,2,72,37,92,30,10,50,38,31,1
548,3,3,1,4,1,2,72,34,92,60,20,40,46,42,2
548,3,3,1,4,1,2,72,37,106,30,30,65,49,42,2
548,3,3,1,4,1,2,90,37,92,60,30,50,49,35,1
549,3,3,1,2,0,2,91,34,89,120,20,40,38,30,2
549,3,3,1,2,0,2,91,31,82,30,10,52,34,30,2
549,3,3,1,2,0,2,91,38,103,60,30,32,43,30,2
549,3,3,1,2,0,2,56,34,82,30,20,32,38,25,3
549,3,3,1,2,0,2,70,34,103,60,20,52,26,22,2
549,3,3,1,2,0,2,70,31,89,120,10,32,34,22,2
549,3,3,1,2,0,2,56,38,82,120,10,40,43,30,3
549,3,3,1,2,0,2,70,38,82,30,30,40,28,22,2
549,3,3,1,2,0,2,56,31,103,60,10,40,32,25,2
550,3,3,1,2,1,2,80,41,106,30,10,36,42,35,3
550,3,3,1,2,1,2,104,37,106,120,10,58,49,35,2
550,3,3,1,2,1,2,104,34,106,30,20,45,46,31,2
550,3,3,1,2,1,2,64,34,85,60,30,58,46,31,3
550,3,3,1,2,1,2,104,34,92,30,30,36,43,35,3
550,3,3,1,2,1,2,64,37,92,30,10,45,38,31,3
550,3,3,1,2,1,2,64,34,92,60,20,36,46,42,3
550,3,3,1,2,1,2,64,37,106,30,30,58,49,42,3
550,3,3,1,2,1,2,80,37,92,60,30,45,49,35,3
551,3,3,1,2,1,2,120,132,212,30,10,48,43,42,3
551,3,3,1,2,1,2,156,128,212,120,10,78,49,42,2
551,3,3,1,2,1,2,156,125,212,30,20,60,45,38,2
551,3,3,1,2,1,2,96,125,165,60,30,78,45,38,3
551,3,3,1,2,1,2,156,125,181,30,30,48,45,42,2
551,3,3,1,2,1,2,96,128,181,30,10,60,40,38,3
551,3,3,1,2,1,2,96,125,181,60,20,48,49,50,3
551,3,3,1,2,1,2,96,128,212,30,30,78,50,50,3
551,3,3,1,2,1,2,120,128,181,60,30,60,49,42,3
552,3,3,1,3,1,1,143,138,193,120,20,60,57,54,2
552,3,3,1,3,1,1,143,135,181,30,10,78,54,54,2
552,3,3,1,3,1,1,143,142,217,60,30,48,64,54,2
552,3,3,1,3,1,1,88,138,181,30,20,48,56,45,3
552,3,3,1,3,1,1,110,138,217,60,20,78,45,40,2
552,3,3,1,3,1,1,110,135,193,120,10,48,52,40,2
552,3,3,1,3,1,1,88,142,181,120,10,60,64,54,3
552,3,3,1,3,1,1,110,142,181,30,30,60,46,40,2
552,3,3,1,3,1,1,88,135,217,60,10,60,50,45,3
553,3,3,1,3,1,2,170,96,233,30,10,84,58,53,2
553,3,3,1,3,1,2,221,88,233,120,10,136,72,53,2
553,3,3,1,3,1,2,221,82,233,30,20,105,66,48,2
553,3,3,1,3,1,2,136,82,177,60,30,136,66,48,2
553,3,3,1,3,1,2,221,82,196,30,30,84,64,53,2
553,3,3,1,3,1,2,136,88,196,30,10,105,54,48,2
553,3,3,1,3,1,2,136,82,196,60,20,84,66,64,2
553,3,3,1,3,1,2,136,88,233,30,30,136,72,64,2
553,3,3,1,3,1,2,170,88,196,60,30,105,72,53,2
554,3,3,1,3,1,3,100,48,125,120,30,60,49,46,2
554,3,3,1,3,1,3,130,51,96,120,30,48,40,34,2
554,3,3,1,3,1,3,80,55,125,120,20,48,43,34,3
554,3,3,1,3,1,3,130,55,106,60,10,78,43,34,2
554,3,3,1,3,1,3,80,55,106,120,30,78,43,38,3
554,3,3,1,3,1,3,130,55,96,60,20,60,43,38,2
554,3,3,1,3,1,3,100,51,96,60,10,48,52,46,2
554,3,3,1,3,1,3,100,48,96,120,20,78,46,38,2
554,3,3,1,3,1,3,100,55,106,30,20,78,58,46,2
555,3,3,1,4,1,2,220,85,264,120,30,145,82,77,2
555,3,3,1,4,1,2,286,93,201,120,30,116,66,58,2
555,3,3,1,4,1,2,176,103,264,120,20,116,72,58,2
555,3,3,1,4,1,2,286,103,222,60,10,188,72,58,2
555,3,3,1,4,1,2,176,103,222,120,30,188,72,64,2
555,3,3,1,4,1,2,286,103,201,60,20,145,72,64,2
555,3,3,1,4,1,2,220,93,201,60,10,116,88,77,3
555,3,3,1,4,1,2,220,85,201,120,20,188,78,64,2
555,3,3,1,4,1,2,220,103,222,30,20,188,105,77,2
556,3,3,1,2,0,2,60,49,116,30,10,32,28,25,2
556,3,3,1,2,0,2,78,45,116,120,10,52,36,25,2
556,3,3,1,2,0,2,78,42,116,30,20,40,32,22,2
556,3,3,1,2,0,2,48,42,89,60,30,52,32,22,1
556,3,3,1,2,0,2,78,42,98,30,30,32,31,25,2
556,3,3,1,2,0,2,48,45,98,30,10,40,26,22,2
556,3,3,1,2,0,2,48,42,98,60,20,32,34,30,2
