GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
2,0,1,429,7,0,3,1,1,2,0,2,0,2,9,1,1,1,151,75,120,78,90,20,1,72,48,2
2,0,1,429,7,0,3,1,1,2,0,2,0,2,9,1,1,1,129,75,60,78,90,10,0,117,78,2
2,0,1,429,7,0,3,1,1,2,0,2,0,2,9,1,1,1,129,83,120,78,91,30,0,72,78,2
2,0,1,429,7,0,3,1,1,2,0,2,0,2,9,1,1,1,118,83,60,78,91,20,1,117,60,2
2,0,1,429,7,0,3,1,1,2,0,2,0,2,9,1,1,1,118,100,60,74,108,10,1,90,48,2
2,0,1,429,7,0,3,1,1,2,0,2,0,2,9,1,1,1,118,83,120,71,95,20,0,90,78,2
2,0,1,429,7,0,3,1,1,2,0,2,0,2,9,1,1,1,129,100,30,78,123,20,1,90,78,2
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,126,68,30,98,71,10,0,100,120,2
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,126,68,120,96,83,10,1,130,195,2
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,126,61,30,94,76,20,0,130,150,2
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,97,61,60,94,76,30,1,80,195,3
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,107,68,30,94,76,30,1,130,120,1
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,107,61,30,96,65,10,1,80,150,2
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,107,82,60,94,83,20,0,80,120,3
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,126,82,30,96,86,30,0,80,195,3
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,107,68,60,96,83,30,0,100,150,3
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,331,133,30,160,146,10,0,280,160,2
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,331,133,120,150,174,10,1,364,260,2
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,331,120,30,142,161,20,0,364,200,2
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,253,120,60,142,161,30,1,224,260,2
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,279,133,30,142,150,30,1,364,160,2
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,279,120,30,150,137,10,1,224,200,2
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,279,160,60,142,168,20,0,224,160,2
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,331,160,30,150,178,30,0,224,260,2
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,279,133,60,150,174,30,0,280,200,2
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,267,262,120,91,281,30,1,200,100,1
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,206,196,120,99,225,30,0,260,80,2
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,267,196,120,109,245,20,1,160,80,3
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,226,196,60,109,245,10,0,260,130,2
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,226,218,120,109,245,30,0,160,130,3
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,206,218,60,109,245,20,1,260,100,2
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,206,262,60,99,301,10,1,200,80,3
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,206,218,120,91,266,20,0,200,130,2
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,226,262,30,109,357,20,1,200,130,3
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,121,130,30,52,147,10,0,90,44,2
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,121,130,120,48,176,10,1,117,71,1
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,121,117,30,45,162,20,0,117,55,1
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,94,117,60,45,162,30,1,72,71,1
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,103,130,30,45,153,30,1,117,44,2
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,103,117,30,48,136,10,1,72,55,2
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,103,156,60,45,162,20,0,72,44,2
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,121,156,30,48,169,30,0,72,71,2
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,103,130,60,48,176,30,0,90,55,1
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,103,30,120,31,34,30,0,70,40,2
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,82,22,120,34,26,30,0,91,32,2
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,103,22,120,38,28,20,0,56,32,3
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,89,22,60,38,28,10,0,91,52,2
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,89,25,120,38,29,30,0,56,52,2
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,82,25,60,38,29,20,0,91,40,2
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,82,30,60,34,38,10,0,70,32,2
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,82,25,120,31,32,20,0,70,52,2
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,89,30,30,38,43,20,0,70,52,2
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,271,79,120,104,94,20,0,299,145,2
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,245,79,30,95,88,10,0,299,188,2
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,323,79,60,116,110,30,0,299,116,2
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,245,66,30,104,94,20,0,184,116,3
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,323,59,60,104,72,20,0,230,188,2
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,271,59,120,95,86,10,0,230,116,2
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,245,79,120,116,110,10,0,184,145,3
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,245,59,30,116,74,30,0,230,145,2
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,323,66,60,95,80,10,0,184,145,3
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,126,31,120,47,38,30,0,70,45,2
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,94,23,120,50,28,30,0,91,36,2
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,126,23,120,54,31,20,0,56,36,2
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,105,23,60,54,31,10,0,91,58,2
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,105,26,120,54,32,30,0,56,58,2
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,94,26,60,54,32,20,0,91,45,2
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,94,31,60,50,40,10,0,70,36,2
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,94,26,120,47,34,20,0,70,58,2
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,105,31,30,54,45,20,0,70,58,2
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,54,19,120,30,25,20,0,65,30,2
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,51,19,30,28,22,10,0,65,39,2
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,61,19,60,32,31,30,0,65,24,1
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,51,16,30,30,26,20,0,40,24,1
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,61,14,60,30,18,20,0,50,39,2
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,54,14,120,28,22,10,0,50,24,2
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,51,19,120,32,31,10,0,40,30,1
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,51,14,30,32,19,30,0,50,30,1
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,61,16,60,28,21,10,0,40,30,2
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,110,31,120,55,40,20,0,91,40,2
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,99,31,30,52,36,10,0,91,52,2
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,132,31,60,59,45,30,0,91,32,3
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,99,26,30,55,40,20,0,56,32,3
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,132,23,60,55,28,20,0,70,52,2
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,110,23,120,52,36,10,0,70,32,2
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,99,31,120,59,45,10,0,56,40,2
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,99,23,30,59,29,30,0,70,40,2
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,132,26,60,52,32,10,0,56,40,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,104,31,120,49,40,20,0,104,40,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,97,31,30,46,36,10,0,104,52,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,118,31,60,53,45,30,0,104,32,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,97,26,30,49,40,20,0,64,32,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,118,23,60,49,28,20,0,80,52,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,104,23,120,46,36,10,0,80,32,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,97,31,120,53,45,10,0,64,40,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,97,23,30,53,29,30,0,80,40,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,118,26,60,46,32,10,0,64,40,2
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,138,35,30,66,38,10,0,100,48,3
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,138,35,120,62,45,10,0,130,78,2
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,138,31,30,59,42,20,0,130,60,2
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,106,31,60,59,42,30,0,80,78,3
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,117,35,30,59,40,30,0,130,48,2
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,117,31,30,62,35,10,0,80,60,3
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,117,42,60,59,45,20,0,80,48,3
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,138,42,30,62,46,30,0,80,78,3
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,117,35,60,62,45,30,0,100,60,2
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,299,70,120,135,74,30,0,180,100,2
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,224,52,120,141,62,30,0,234,80,2
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,299,52,120,149,64,20,0,144,80,3
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,249,52,60,149,64,10,0,234,130,2
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,249,58,120,149,66,30,0,144,130,3
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,224,58,60,149,66,20,0,234,100,2
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,224,70,60,141,78,10,0,180,80,3
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,224,58,120,135,70,20,0,180,130,3
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,249,70,30,149,91,20,0,180,130,3
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,119,50,120,70,54,20,0,130,60,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,107,50,30,67,52,10,0,130,78,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,143,50,60,74,62,30,0,130,48,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,107,42,30,70,54,20,0,80,48,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,143,38,60,70,43,20,0,100,78,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,119,38,120,67,50,10,0,100,48,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,107,50,120,74,62,10,0,80,60,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,107,38,30,74,45,30,0,100,60,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,143,42,60,67,49,10,0,80,60,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,341,62,30,202,66,10,0,200,100,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,341,62,120,194,80,10,0,260,162,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,341,56,30,188,74,20,0,260,125,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,280,56,60,188,74,30,0,160,162,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,300,62,30,188,70,30,0,260,100,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,300,56,30,194,62,10,0,160,125,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,300,74,60,188,78,20,0,160,100,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,341,74,30,194,80,30,0,160,162,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,300,62,60,194,80,30,0,200,125,2
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,22,30,67,48,10,0,70,32,1
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,22,120,63,56,10,0,91,52,1
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,20,30,60,52,20,0,91,40,1
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,75,20,60,60,52,30,0,56,52,1
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,22,30,60,50,30,0,91,32,1
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,20,30,63,45,10,0,56,40,1
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,26,60,60,53,20,0,56,32,1
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,26,30,63,56,30,0,56,52,1
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,22,60,63,56,30,0,70,40,1
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,200,74,120,71,82,20,0,325,160,2
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,182,74,30,63,78,10,0,325,208,2
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,236,74,60,81,99,30,0,325,128,2
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,182,62,30,71,86,20,0,200,128,2
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,236,56,60,71,64,20,0,250,208,2
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,200,56,120,63,78,10,0,250,128,2
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,182,74,120,81,99,10,0,200,160,2
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,182,56,30,81,66,30,0,250,160,2
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,236,62,60,63,72,10,0,200,160,2
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,193,62,120,50,66,30,0,200,115,2
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,150,47,120,56,53,30,0,260,92,2
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,193,47,120,64,57,20,0,160,92,3
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,164,47,60,64,57,10,0,260,149,3
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,164,52,120,64,57,30,0,160,149,3
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,150,52,60,64,57,20,0,260,115,3
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,150,62,60,56,70,10,0,200,92,2
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,150,52,120,50,62,20,0,200,149,2
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,164,62,30,64,82,20,0,200,149,3
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,40,30,55,45,10,0,120,56,3
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,40,120,49,53,10,0,156,91,2
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,36,30,44,50,20,0,156,70,2
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,114,36,60,44,50,30,0,96,91,3
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,125,40,30,44,46,30,0,156,56,3
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,125,36,30,49,42,10,0,96,70,2
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,125,48,60,44,50,20,0,96,56,3
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,48,30,49,53,30,0,96,91,2
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,125,40,60,49,53,30,0,120,70,2
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,120,63,30,94,70,10,0,90,44,3
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,120,63,120,92,80,10,0,117,71,2
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,120,57,30,90,76,20,0,117,55,2
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,95,57,60,90,76,30,0,72,71,3
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,63,30,90,71,30,0,117,44,3
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,57,30,92,63,10,0,72,55,3
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,76,60,90,83,20,0,72,44,3
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,120,76,30,92,83,30,0,72,71,3
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,63,60,92,80,30,0,90,55,3
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,89,60,120,34,76,20,0,91,45,2
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,82,60,30,31,68,10,0,91,58,1
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,103,60,60,38,86,30,0,91,36,3
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,82,50,30,34,76,20,0,56,36,3
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,103,45,60,34,52,20,0,70,58,2
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,89,45,120,31,68,10,0,70,36,2
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,82,60,120,38,86,10,0,56,45,3
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,82,45,30,38,57,30,0,70,45,2
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,103,50,60,31,63,10,0,56,45,2
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,120,96,120,65,106,20,0,130,60,2
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,96,30,62,99,10,0,130,78,2
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,142,96,60,69,123,30,0,130,48,3
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,80,30,65,106,20,0,80,48,3
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,142,72,60,65,83,20,0,100,78,2
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,120,72,120,62,98,10,0,100,48,3
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,96,120,69,123,10,0,80,60,3
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,72,30,69,90,30,0,100,60,2
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,142,80,60,62,95,10,0,80,60,2
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,222,111,30,90,123,10,0,170,76,3
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,222,111,120,82,149,10,0,221,123,2
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,222,100,30,76,139,20,0,221,95,2
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,171,100,60,76,139,30,0,136,123,2
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,111,30,76,132,30,0,221,76,2
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,100,30,82,114,10,0,136,95,2
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,133,60,76,144,20,0,136,76,3
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,222,133,30,82,149,30,0,136,123,3
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,111,60,82,149,30,0,170,95,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,163,43,30,124,50,10,0,40,24,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,163,43,120,122,62,10,0,52,39,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,163,39,30,120,57,20,0,52,30,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,138,39,60,120,57,30,0,32,39,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,146,43,30,120,53,30,0,52,24,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,146,39,30,122,45,10,0,32,30,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,146,52,60,120,58,20,0,32,24,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,163,52,30,122,63,30,0,32,39,3
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,146,43,60,122,62,30,0,40,30,3
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,89,60,120,34,76,20,0,91,35,2
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,60,30,31,68,10,0,91,45,2
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,103,60,60,38,86,30,0,91,28,3
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,50,30,34,76,20,0,56,28,3
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,103,45,60,34,52,20,0,70,45,2
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,89,45,120,31,68,10,0,70,28,2
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,60,120,38,86,10,0,56,35,3
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,45,30,38,57,30,0,70,35,2
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,103,50,60,31,63,10,0,56,35,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,126,62,120,71,76,20,0,91,40,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,114,62,30,68,71,10,0,91,52,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,149,62,60,75,90,30,0,91,32,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,114,52,30,71,80,20,0,56,32,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,149,47,60,71,53,20,0,70,52,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,126,47,120,68,70,10,0,70,32,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,114,62,120,75,90,10,0,56,40,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,114,47,30,75,58,30,0,70,40,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,149,52,60,68,65,10,0,56,40,3
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,145,64,120,90,80,20,0,91,40,3
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,64,30,87,76,10,0,91,52,2
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,159,64,60,94,90,30,0,91,32,3
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,53,30,90,80,20,0,56,32,3
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,159,48,60,90,57,20,0,70,52,2
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,145,48,120,87,71,10,0,70,32,3
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,64,120,94,90,10,0,56,40,3
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,48,30,94,62,30,0,70,40,2
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,159,53,60,87,68,10,0,56,40,2
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,92,84,120,37,98,20,0,117,55,2
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,85,84,30,34,91,10,0,117,71,2
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,106,84,60,41,111,30,0,117,44,3
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,85,70,30,37,98,20,0,72,44,1
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,106,63,60,37,76,20,0,90,71,2
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,92,63,120,34,91,10,0,90,44,3
